wiki_db,date,commitsha,rcfilters_enabled,extension_status,useOres,useOresUi,rcfilters_watchlist_enabled,damaging_maybebad_min,damaging_maybebad_max,damaging_verylikelybad_min,damaging_verylikelybad_max,goodfaith_maybebad_min,goodfaith_maybebad_max,goodfaith_likelybad_min,goodfaith_likelybad_max,goodfaith_verylikelybad_min,goodfaith_verylikelybad_max,damaging_likelybad_min,damaging_likelybad_max,damaging_likelygood_min,damaging_likelygood_max,goodfaith_likelygood_min,goodfaith_likelygood_max,damaging_hard,damaging_soft,damaging_softest,goodfaith_good_min,goodfaith_good_max,goodfaith_bad_min,goodfaith_bad_max,has_ores,rcfilters_enabled_default,extension_status_default,rcfilters_watchlist_enabled_default,commitsha_default,has_extension,has_beta_extension,has_rcfilters,has_rcfilters_watchlist
huwiki,2018-06-16 00:00:00,f10691d190d675dd95ac5f9d8175d6aa4285ccda,True,,True,,True,maximum recall @ precision >= 0.15,1.0,,,,,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.75,,,0.0,maximum precision @ recall >= 0.9,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
huwiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,maximum recall @ precision >= 0.15,1.0,,,,,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.75,,,0.0,maximum precision @ recall >= 0.9,,,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
huwiki,2019-09-24 17:48:09,3373247e123b5386a2189a7d8f8ecd4e9aa4744d,,,True,True,,maximum recall @ precision >= 0.15,1.0,,,0.0,maximum recall @ precision >= 0.15,,,0.0,maximum recall @ precision >= 0.85,,,0.0,maximum recall @ precision >= 0.999,maximum recall @ precision >= 0.999,1.0,,,,,,,,True,,,,ef78f52b302c172f8991c37b802ac50e3be39e32,False,False,True,True
itwiki,2019-02-13 16:24:09,5247e43b9008a8fedfe5104a5c07f0b6c684bb46,,,True,True,,,,maximum recall @ precision >= 0.75,1,,,,,,,maximum recall @ precision >= 0.45,1.0,,,,,,,,,,,,True,,,,ef78f52b302c172f8991c37b802ac50e3be39e32,False,False,True,True
itwiki,2019-03-04 11:19:40,2a10d78048fe7e3648e646351511b6da0e107406,,,True,True,,,,maximum recall @ precision >= 0.75,1,0.0,maximum recall @ precision >= 0.15,,,0.0,maximum recall @ precision >= 0.9,maximum recall @ precision >= 0.45,1.0,,,,,,,,,,,,True,,,,ef78f52b302c172f8991c37b802ac50e3be39e32,False,False,True,True
itwiki,2019-03-04 11:24:34,1e7ca13535f5897985f16fb9b51801cec1479a9d,,,True,True,,,,maximum recall @ precision >= 0.75,1,,,,,,,maximum recall @ precision >= 0.45,1.0,,,,,,,,,,,,True,,,,ef78f52b302c172f8991c37b802ac50e3be39e32,False,False,True,True
itwiki,2019-03-04 16:15:27,d02055a922d9e1e4fec7a56942257515571c39de,,,True,True,,,,maximum recall @ precision >= 0.75,1,0.0,maximum recall @ precision >= 0.15,,,0.0,maximum recall @ precision >= 0.9,maximum recall @ precision >= 0.45,1.0,,,,,,,,,,,,True,,,,ef78f52b302c172f8991c37b802ac50e3be39e32,False,False,True,True
kowiki,2019-03-04 11:26:06,5574c85114269ad038dc5332381b38050d9d3e40,,,,True,,,,maximum recall @ precision >= 0.75,1,0.0,maximum recall @ precision >= 0.15,,,,,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.99,maximum recall @ precision >= 0.99,1.0,,,,,,,,False,,,,ef78f52b302c172f8991c37b802ac50e3be39e32,False,False,True,False
kowiki,2019-03-04 16:03:10,70efd20585c5ec6846d789a1279f9421debc4a1c,,,True,True,,,,maximum recall @ precision >= 0.75,1,0.0,maximum recall @ precision >= 0.15,,,,,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.99,maximum recall @ precision >= 0.99,1.0,,,,,,,,True,,,,ef78f52b302c172f8991c37b802ac50e3be39e32,False,False,True,True
lvwiki,2018-05-09 16:13:37,1a40cea4dccd7b480ec93bf76ae718c052550ea4,,,True,,,,,,,0.0,maximum recall @ precision >= 0.15,,,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum recall @ precision >= 0.998,maximum recall @ precision => 0.997,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
lvwiki,2018-05-09 16:49:28,91cf96ed03b3f68c78712f593da42bbea83a49cc,,,True,,,,,,,0.0,maximum recall @ precision >= 0.15,,,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum recall @ precision >= 0.998,maximum recall @ precision >= 0.997,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
lvwiki,2018-06-16 00:00:00,91cf96ed03b3f68c78712f593da42bbea83a49cc,True,,True,,True,,,,,0.0,maximum recall @ precision >= 0.15,,,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum recall @ precision >= 0.998,maximum recall @ precision >= 0.997,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
lvwiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,,,,,0.0,maximum recall @ precision >= 0.15,,,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum recall @ precision >= 0.998,maximum recall @ precision >= 0.997,1.0,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
lvwiki,2019-08-26 11:10:34,6812b3e2522b5e46d1f5901b30bb6c401b2c86ee,,,True,True,,,,,,0.0,maximum recall @ precision >= 0.15,,,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum recall @ precision >= 0.995,maximum recall @ precision >= 0.997,1.0,,,,,,,,True,,,,ef78f52b302c172f8991c37b802ac50e3be39e32,False,False,True,True
mediawikiwiki,2017-03-28 06:02:38,d420380844eec11ee1883cd7d41f08e8f85ebc90,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,False,True,False,False
mediawikiwiki,2017-09-19 00:00:00,d420380844eec11ee1883cd7d41f08e8f85ebc90,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,f28cd8d6cfc6913ab506d6a471347980987b1a25,False,False,False,False
mediawikiwiki,2018-06-16 00:00:00,d420380844eec11ee1883cd7d41f08e8f85ebc90,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,False,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,False,False
nlwiki,2016-07-05 16:26:23,ff109eed837bd1355994a3c4f3293716b410db1b,,,True,,,,,,,,,,,,,,,,,,,0.3,0.72,,,,,,True,,,,83721dc27d3ecadb550a759e9004c794ad0cb792,False,False,False,False
nlwiki,2017-04-24 07:44:50,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,False,beta,True,,,,,,,,,,,,,,,,,,,0.39,0.75,0.95,,,,,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,True,False,False
nlwiki,2017-04-27 16:13:51,868fbd422cd1f9a8be9b4b4c85f3a0981036a851,False,beta,True,,,,,,,,,,,0.0,recall_at_precision(min_precision=0.9),,,0.0,recall_at_precision(min_precision=0.99),,,0.39,0.75,0.95,,,,,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,True,False,False
nlwiki,2017-05-09 16:03:15,487dbe5cc51da5a1b6c9b35ab80c43d1f092ce9c,,,True,,,,,,,,,,,0.0,recall_at_precision(min_precision=0.9),,,0.0,recall_at_precision(min_precision=0.99),,,0.39,0.75,0.95,,,,,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,False,True,False
nlwiki,2017-09-19 00:00:00,487dbe5cc51da5a1b6c9b35ab80c43d1f092ce9c,True,,True,,,,,,,,,,,0.0,recall_at_precision(min_precision=0.9),,,0.0,recall_at_precision(min_precision=0.99),,,0.39,0.75,0.95,,,,,True,True,,False,f28cd8d6cfc6913ab506d6a471347980987b1a25,False,False,True,False
nlwiki,2018-03-14 16:09:06,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,,,True,,,,,,,,,,,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum recall @ precision >= 0.99,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
nlwiki,2018-06-16 00:00:00,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,True,,True,,True,,,,,,,,,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum recall @ precision >= 0.99,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
nlwiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,,,,,,,,,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum recall @ precision >= 0.99,,,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
plwiki,2016-08-16 08:15:45,9cf08184d45ba9f6de8f8dbc212535e5f6324b80,,,True,,,,,,,,,,,,,,,,,,,0.11,0.4,,,,,,True,,,,83721dc27d3ecadb550a759e9004c794ad0cb792,False,False,False,False
plwiki,2017-03-28 06:02:38,d420380844eec11ee1883cd7d41f08e8f85ebc90,True,on,True,,,,,,,,,,,,,,,,,,,0.19,0.41,0.92,,,,,True,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,True,False,True,False
plwiki,2017-04-04 16:03:41,a1e2f0f839931d1081ad750bde9f8326bd06ff48,True,on,True,,,0.373,1.0,0.851,1,0.0,0.938,,,,,0.733,1.0,0.0,0.7,,,0.19,0.41,0.92,0.72,1.0,0.0,0.708,True,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,True,False,True,False
plwiki,2017-04-06 10:42:48,af76c0051e5516112b1d7273d85550af5de5f0b4,True,on,True,,,0.197,1.0,0.587,1,0.0,0.766,,,,,0.422,1.0,0.0,0.4,,,0.19,0.41,0.92,0.852,1.0,0.0,0.472,True,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,True,False,True,False
plwiki,2017-04-06 12:30:40,17423bc6b3543ff3b78555595bfac64fb4095717,True,on,True,,,0.392,1.0,0.852,1,0.0,0.909,,,,,0.75,1.0,0.0,0.472,,,0.19,0.41,0.92,0.587,1.0,0.0,0.46,True,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,True,False,True,False
plwiki,2017-04-24 07:44:50,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,,,True,,,0.392,1.0,0.852,1,0.0,0.909,,,,,0.75,1.0,0.0,0.472,,,0.19,0.41,0.92,0.587,1.0,0.0,0.46,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,False,True,False
plwiki,2017-04-27 16:13:51,868fbd422cd1f9a8be9b4b4c85f3a0981036a851,,,True,,,,,recall_at_precision(min_precision=0.98),1,,,,,0.0,recall_at_precision(min_precision=0.98),recall_at_precision(min_precision=0.75),1.0,,,,,0.19,0.41,0.92,,,,,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,False,True,False
plwiki,2017-09-19 00:00:00,868fbd422cd1f9a8be9b4b4c85f3a0981036a851,True,,True,,,,,recall_at_precision(min_precision=0.98),1,,,,,0.0,recall_at_precision(min_precision=0.98),recall_at_precision(min_precision=0.75),1.0,,,,,0.19,0.41,0.92,,,,,True,True,,False,f28cd8d6cfc6913ab506d6a471347980987b1a25,False,False,True,False
plwiki,2018-03-14 16:09:06,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,,,True,,,,,maximum recall @ precision >= 0.98,1,,,,,0.0,maximum recall @ precision >= 0.98,maximum recall @ precision >= 0.75,1.0,,,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
plwiki,2018-06-16 00:00:00,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,True,,True,,True,,,maximum recall @ precision >= 0.98,1,,,,,0.0,maximum recall @ precision >= 0.98,maximum recall @ precision >= 0.75,1.0,,,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
plwiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,,,maximum recall @ precision >= 0.98,1,,,,,0.0,maximum recall @ precision >= 0.98,maximum recall @ precision >= 0.75,1.0,,,,,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
ptwiki,2016-07-07 16:31:26,cfe1a0ab37369f02c5b7e5832d00d7d553cddf56,,,True,,,,,,,,,,,,,,,,,,,0.22,0.48,,,,,,True,,,,83721dc27d3ecadb550a759e9004c794ad0cb792,False,False,False,False
ptwiki,2017-03-28 06:02:38,d420380844eec11ee1883cd7d41f08e8f85ebc90,True,on,True,,,,,,,,,,,,,,,,,,,0.24,0.57,0.94,,,,,True,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,True,False,True,False
ptwiki,2017-04-04 16:03:41,a1e2f0f839931d1081ad750bde9f8326bd06ff48,True,on,True,,,0.29,1.0,0.95,1,0.0,0.256,,,,,0.739,1.0,0.0,0.546,,,0.24,0.57,0.94,0.403,1.0,0.0,0.047,True,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,True,False,True,False
ptwiki,2017-04-06 10:42:48,af76c0051e5516112b1d7273d85550af5de5f0b4,True,on,True,,,0.294,1.0,0.956,1,0.0,0.449,,,,,0.734,1.0,0.0,0.303,,,0.24,0.57,0.94,0.4,1.0,0.0,0.256,True,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,True,False,True,False
ptwiki,2017-04-06 12:30:40,17423bc6b3543ff3b78555595bfac64fb4095717,True,on,True,,,0.294,1.0,0.956,1,0.0,0.715,,,,,0.734,1.0,0.0,0.303,,,0.24,0.57,0.94,0.4,1.0,0.0,0.256,True,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,True,False,True,False
ptwiki,2017-04-24 07:44:50,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,,,True,,,0.294,1.0,0.956,1,0.0,0.715,,,,,0.734,1.0,0.0,0.303,,,0.24,0.57,0.94,0.4,1.0,0.0,0.256,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,False,True,False
ptwiki,2017-04-27 16:13:51,868fbd422cd1f9a8be9b4b4c85f3a0981036a851,,,True,,,,,,,,,,,0.0,recall_at_precision(min_precision=0.9),,,0.0,recall_at_precision(min_precision=0.99),,,0.24,0.57,0.94,,,,,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,False,True,False
ptwiki,2017-09-19 00:00:00,868fbd422cd1f9a8be9b4b4c85f3a0981036a851,True,,True,,,,,,,,,,,0.0,recall_at_precision(min_precision=0.9),,,0.0,recall_at_precision(min_precision=0.99),,,0.24,0.57,0.94,,,,,True,True,,False,f28cd8d6cfc6913ab506d6a471347980987b1a25,False,False,True,False
ptwiki,2018-03-14 16:09:06,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,,,True,,,,,,,,,,,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum recall @ precision >= 0.99,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
ptwiki,2018-06-16 00:00:00,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,True,,True,,True,,,,,,,,,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum recall @ precision >= 0.99,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
ptwiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,,,,,,,,,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum recall @ precision >= 0.99,,,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
rowiki,2017-07-24 16:00:56,05953ea411652f54149ee42c747e22ca76d8d7a6,,,True,,,,,recall_at_precision(min_precision=0.75),,,,,,0.0,recall_at_precision(min_precision=0.75),,,,,filter_rate_at_recall(min_recall=0.9),1.0,,,,,,,,True,True,,,eff16d3f73b609f78d5afa74f9201dd04ebc4654,False,False,True,False
rowiki,2017-07-24 16:12:05,cc5dcc7c290644c365c18e861503368717766ea7,,,True,,,,,recall_at_precision(min_precision=0.75),1,,,,,0.0,recall_at_precision(min_precision=0.75),,,,,filter_rate_at_recall(min_recall=0.9),1.0,,,,,,,,True,True,,,eff16d3f73b609f78d5afa74f9201dd04ebc4654,False,False,True,False
rowiki,2017-09-19 00:00:00,cc5dcc7c290644c365c18e861503368717766ea7,True,,True,,,,,recall_at_precision(min_precision=0.75),1,,,,,0.0,recall_at_precision(min_precision=0.75),,,,,filter_rate_at_recall(min_recall=0.9),1.0,,,,,,,,True,True,,False,f28cd8d6cfc6913ab506d6a471347980987b1a25,False,False,True,False
rowiki,2018-03-14 16:09:06,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,,,True,,,,,maximum recall @ precision >= 0.75,1,,,,,0.0,maximum recall @ precision >= 0.75,,,,,maximum filter_rate @ recall >= 0.9,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
rowiki,2018-06-16 00:00:00,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,True,,True,,True,,,maximum recall @ precision >= 0.75,1,,,,,0.0,maximum recall @ precision >= 0.75,,,,,maximum filter_rate @ recall >= 0.9,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
rowiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,,,maximum recall @ precision >= 0.75,1,,,,,0.0,maximum recall @ precision >= 0.75,,,,,maximum filter_rate @ recall >= 0.9,1.0,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
ruwiki,2016-07-06 16:43:03,2b6591969c07645c38d2649258b4a3893b7c5ec4,,,True,,,,,,,,,,,,,,,,,,,0.44,0.69,,,,,,True,,,,83721dc27d3ecadb550a759e9004c794ad0cb792,False,False,False,False
ruwiki,2017-04-10 15:45:11,2f003068a67e7e23417eab9e4a4aa61ad5b35b48,,,True,,,0.466,1.0,0.935,1,0.0,0.549,,,,,0.859,1.0,0.0,0.599,,,0.5,0.73,0.95,0.57,1.0,0.0,0.081,True,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,False,True,False,False
ruwiki,2017-04-11 06:38:06,653ef7704f549485c006186a7f77c92a06435717,True,on,True,,,0.466,1.0,0.935,1,0.0,0.549,,,,,0.859,1.0,0.0,0.599,,,0.5,0.73,0.95,0.57,1.0,0.0,0.081,True,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,True,False,True,False
ruwiki,2017-04-24 07:44:50,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,,,True,,,0.466,1.0,0.935,1,0.0,0.549,,,,,0.859,1.0,0.0,0.599,,,0.5,0.73,0.95,0.57,1.0,0.0,0.081,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,False,True,False
ruwiki,2017-04-27 16:13:51,868fbd422cd1f9a8be9b4b4c85f3a0981036a851,,,True,,,,,recall_at_precision(min_precision=0.75),1,0.0,recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.45),0.0,recall_at_precision(min_precision=0.75),recall_at_precision(min_precision=0.45),1.0,0.0,recall_at_precision(min_precision=0.99),,,0.5,0.73,0.95,,,,,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,False,True,False
ruwiki,2017-09-19 00:00:00,868fbd422cd1f9a8be9b4b4c85f3a0981036a851,True,,True,,,,,recall_at_precision(min_precision=0.75),1,0.0,recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.45),0.0,recall_at_precision(min_precision=0.75),recall_at_precision(min_precision=0.45),1.0,0.0,recall_at_precision(min_precision=0.99),,,0.5,0.73,0.95,,,,,True,True,,False,f28cd8d6cfc6913ab506d6a471347980987b1a25,False,False,True,False
ruwiki,2017-11-20 15:25:47,50cc4870cb9472eebd7780e5832fa3aa3a181110,,,False,,,,,recall_at_precision(min_precision=0.75),1,0.0,recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.45),0.0,recall_at_precision(min_precision=0.75),recall_at_precision(min_precision=0.45),1.0,0.0,recall_at_precision(min_precision=0.99),,,,,,,,,,False,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,False,False
ruwiki,2017-11-27 13:35:54,0af3ea9e27a31d7988f43c507c9c43e127e5b52b,,,True,,,,,recall_at_precision(min_precision=0.75),1,0.0,recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.45),0.0,recall_at_precision(min_precision=0.75),recall_at_precision(min_precision=0.45),1.0,0.0,recall_at_precision(min_precision=0.99),,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
ruwiki,2018-03-14 16:09:06,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,,,True,,,,,maximum recall @ precision >= 0.75,1,0.0,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.75,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.99,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
ruwiki,2018-06-16 00:00:00,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,True,,True,,True,,,maximum recall @ precision >= 0.75,1,0.0,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.75,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.99,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
ruwiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,,,maximum recall @ precision >= 0.75,1,0.0,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.75,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.99,,,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
simplewiki,2018-02-26 16:31:19,081fc34336792854b75381bdb079e862f8f88f40,,,True,,,recall_at_precision(min_precision=0.15),1.0,,,0.0,recall_at_precision(min_precision=0.15),,,0.0,recall_at_precision(min_precision=0.9),recall_at_precision(min_precision=0.45),1.0,0.0,recall_at_precision(min_precision=0.99),recall_at_precision(min_precision=0.99),1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
simplewiki,2018-03-14 16:09:06,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,,,True,,,maximum recall @ precision >= 0.15,1.0,,,0.0,maximum recall @ precision >= 0.15,,,0.0,maximum recall @ precision >= 0.9,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.99,maximum recall @ precision >= 0.99,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
simplewiki,2018-06-16 00:00:00,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,True,,True,,True,maximum recall @ precision >= 0.15,1.0,,,0.0,maximum recall @ precision >= 0.15,,,0.0,maximum recall @ precision >= 0.9,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.99,maximum recall @ precision >= 0.99,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
simplewiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,maximum recall @ precision >= 0.15,1.0,,,0.0,maximum recall @ precision >= 0.15,,,0.0,maximum recall @ precision >= 0.9,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.99,maximum recall @ precision >= 0.99,1.0,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
sqwiki,2017-07-24 16:00:56,05953ea411652f54149ee42c747e22ca76d8d7a6,,,True,,,,,,,0.0,recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.45),0.0,recall_at_precision(min_precision=0.9),,,0.0,filter_rate_at_recall(min_recall=0.9),filter_rate_at_recall(min_recall=0.9),1.0,,,,,,,,True,True,,,eff16d3f73b609f78d5afa74f9201dd04ebc4654,False,False,True,False
sqwiki,2017-09-19 00:00:00,05953ea411652f54149ee42c747e22ca76d8d7a6,True,,True,,,,,,,0.0,recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.45),0.0,recall_at_precision(min_precision=0.9),,,0.0,filter_rate_at_recall(min_recall=0.9),filter_rate_at_recall(min_recall=0.9),1.0,,,,,,,,True,True,,False,f28cd8d6cfc6913ab506d6a471347980987b1a25,False,False,True,False
sqwiki,2018-03-14 16:09:06,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,,,True,,,,,,,0.0,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum filter_rate @ recall >= 0.9,maximum filter_rate @ recall >= 0.9,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
sqwiki,2018-06-16 00:00:00,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,True,,True,,True,,,,,0.0,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum filter_rate @ recall >= 0.9,maximum filter_rate @ recall >= 0.9,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
sqwiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,,,,,0.0,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum filter_rate @ recall >= 0.9,maximum filter_rate @ recall >= 0.9,1.0,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
srwiki,2018-07-09 11:53:17,c556e8e64304c8846505c07f6adafdb301d7edec,,,True,,,,,maximum recall @ precision >= 0.75,1,,,,,,,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.999,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
srwiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,,,maximum recall @ precision >= 0.75,1,,,,,,,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.999,,,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
svwiki,2018-02-26 16:42:25,236766701c4e0bbae60e0ffd331fbff9355ae4b3,,,True,,,,,recall_at_precision(min_precision=0.98),1,,,,,,,recall_at_precision(min_precision=0.75),1.0,,,recall_at_precision(min_precision=0.999),1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
