wiki_db,week,anonymous_N_reverted,anonymous_geom_mean_ttr,newcomer_N_reverted,newcomer_geom_mean_ttr,established_N_reverted,established_geom_mean_ttr,anonymous_N_edits,newcomer_N_edits,established_N_edits
eswiki,2008-09-15T00:00:00.000Z,9382,0.3390926250681263,703,1.2630179273186322,5071,7.127800109879148,28020,3116,63687
eswikibooks,2007-11-12T00:00:00.000Z,16,4.059886300637162,4,8.939300980281022,38,6.767322089238574,189,51,259
eswikibooks,2013-03-18T00:00:00.000Z,23,2.098937614618467,0,"",1,12.22941573817189,113,13,56
eswikibooks,2015-04-20T00:00:00.000Z,62,0.039889484409648505,1,3.2425532882225574,1,7.425027677567644,138,12,223
etwiki,2013-01-07T00:00:00.000Z,102,0.9504757447925684,2,3.2830038231478693,137,7.730203705681951,720,69,2978
euwiki,2008-11-03T00:00:00.000Z,49,0.433496654657534,1,-0.4700036292457356,17,9.658169296532195,301,49,1876
fiwiki,2010-04-12T00:00:00.000Z,965,-1.132871257530027,45,-0.885631198739719,276,6.128195498785007,4554,343,11019
fiwiki,2012-05-28T00:00:00.000Z,395,0.12477322490514828,25,-1.2816398483165028,299,5.724540325310883,2977,233,9249
itwiki,2009-09-07T00:00:00.000Z,3860,2.0159107696612057,168,2.4099664100647606,1913,6.660729829902308,28176,1195,62556
itwiki,2009-10-26T00:00:00.000Z,4091,0.8735727969388981,131,2.221415718046933,1586,6.904158239204624,26897,1024,55861
kowiki,2012-12-17T00:00:00.000Z,734,3.5010033539009373,50,1.1271135092044546,570,6.209857970691165,4967,285,10588
kowiki,2015-04-13T00:00:00.000Z,1281,2.1484580404999574,133,2.2721899344044014,675,5.023706130808172,10606,685,13652
nlwiki,2012-07-16T00:00:00.000Z,1249,2.1011588906079925,97,2.2777666105344836,1401,8.212434253467078,6609,578,28580
rowiki,2018-02-19T00:00:00.000Z,464,0.6439846702211343,39,0.5272978424397516,163,4.18494985159808,1453,177,5921
ruwiki,2011-12-19T00:00:00.000Z,6332,1.871341683267461,216,2.789651902405404,2093,5.2419424264104455,28765,1689,73475
ruwiki,2012-10-29T00:00:00.000Z,5843,2.1466179833200054,223,2.3648559812736174,2134,4.878417687837406,28286,1856,80454
ruwiki,2014-07-07T00:00:00.000Z,4197,3.2374449610586744,411,2.7339221175637416,1799,5.489792453684194,22831,1935,63111
simplewiki,2007-05-14T00:00:00.000Z,571,-0.791147491932777,30,3.832749524404752,107,8.294790491322773,1096,178,2071
sqwiki,2011-05-02T00:00:00.000Z,50,1.6269202148563673,3,-0.3815952254618003,55,7.744006288733924,205,20,992
sqwiki,2011-11-28T00:00:00.000Z,41,1.1417740597881954,13,3.261481032856491,63,8.589134558966533,169,32,1595
srwiki,2015-11-02T00:00:00.000Z,289,1.870907384916305,19,2.3775617389549835,80,4.749171933881078,1178,152,5381
test2wiki,2018-12-03T00:00:00.000Z,0,"",0,"",0,"",0,1,3
testwiki,2012-07-02T00:00:00.000Z,0,"",0,"",1,7.117897883040994,2,0,4
wikidatawiki,2008-12-15T00:00:00.000Z,0,"",0,"",0,"",4,0,0
zhwiki,2016-06-20T00:00:00.000Z,1567,4.077617761351296,187,3.4542524755407507,1175,6.1014044590629295,16237,1137,33858
arwiki,2013-07-01T00:00:00.000Z,984,4.301266332020919,53,5.0855868164449,633,6.608702499716251,2861,430,13130
bswiki,2012-08-06T00:00:00.000Z,27,0.5392252971741102,6,-0.9046276047443934,28,5.4701740516179385,80,19,693
cawiki,2017-07-10T00:00:00.000Z,161,2.6149149701227086,14,1.47921049111527,54,3.319814539438659,899,126,11335
enwiki,2009-04-27T00:00:00.000Z,110123,1.9870814655721754,9957,1.4683342848152106,56029,7.555693128659739,297939,31731,550308
enwiki,2009-11-02T00:00:00.000Z,110277,1.6228657656187822,9875,0.8365579995382412,49682,7.285579184520573,303636,32451,552784
enwiki,2010-08-16T00:00:00.000Z,72266,2.028531003373,6911,1.348367836966567,41759,7.451935484140222,244909,24710,531308
eswikibooks,2016-01-04T00:00:00.000Z,10,4.627631335973257,0,"",0,"",29,34,132
eswikiquote,2010-05-17T00:00:00.000Z,30,3.6494533477237314,2,7.889328919731338,1,10.518290767160094,223,15,164
etwiki,2010-03-29T00:00:00.000Z,73,1.1886139203074682,6,1.7266510759256226,209,10.278451683718272,476,83,3078
etwiki,2017-05-15T00:00:00.000Z,97,0.4250201960330327,9,4.624196671745853,31,2.1716601154341033,1010,75,3534
hewiki,2014-12-22T00:00:00.000Z,941,1.7608145682708407,136,1.739296589799376,859,7.633231182329094,2576,446,12935
itwiki,2011-12-26T00:00:00.000Z,5537,2.0721852754909937,197,1.6233845085225838,2748,6.97065722674468,30475,1123,58936
kowiki,2013-12-16T00:00:00.000Z,715,4.448252386162699,125,2.9741352579495177,707,5.211205891516377,6597,457,17376
mediawikiwiki,2014-02-03T00:00:00.000Z,47,2.223232947520991,14,0.9313255861004472,14,5.302093564766516,209,93,1079
mediawikiwiki,2014-03-03T00:00:00.000Z,26,1.480844641907684,9,-0.3382454173928591,6,5.539765666338552,157,61,965
nlwiki,2014-09-29T00:00:00.000Z,2112,-0.021137481865135463,196,0.9501659406666746,775,7.018659263684485,5394,645,23510
nlwiki,2019-04-15T00:00:00.000Z,1949,0.019668243290921844,104,2.313209364587771,543,4.575421909246719,5384,571,25721
plwiki,2012-09-17T00:00:00.000Z,1519,1.52487354772979,47,2.4409572281424032,686,6.360925349169832,5928,340,26259
ptwiki,2012-11-19T00:00:00.000Z,5247,-0.02303231786971759,284,0.5306549573894032,1349,5.613203129222687,15506,975,23529
rowiki,2009-04-06T00:00:00.000Z,317,0.885574399277579,46,0.5590953438775327,133,6.057414267438475,1325,269,4405
rowiki,2014-11-17T00:00:00.000Z,234,1.3918349990130146,47,0.4035057196707313,97,4.590430043609332,810,181,4236
sqwiki,2011-02-14T00:00:00.000Z,28,1.433964582386306,1,-0.23067181773500128,53,8.202283235872281,152,17,726
srwiki,2017-08-07T00:00:00.000Z,189,1.882043188534159,19,2.307082357244445,125,4.011801474429019,967,75,6349
test2wiki,2014-09-15T00:00:00.000Z,27,2.7979020450536236,0,"",0,"",33,0,536
test2wiki,2016-11-21T00:00:00.000Z,1,2.921655070157675,0,"",2,7.96121973706982,9,1,12
testwiki,2008-10-27T00:00:00.000Z,6,5.173544524212734,0,"",0,"",41,10,38
trwiki,2013-04-29T00:00:00.000Z,2482,1.8253037899607318,148,2.484509847183026,579,4.195554771232334,6047,491,9475
wikidatawiki,2009-12-07T00:00:00.000Z,0,"",0,"",0,"",0,0,0
zhwiki,2008-10-06T00:00:00.000Z,677,4.535737050878623,131,2.061314205936346,790,5.6375629902714826,5522,919,23335
zhwiki,2015-03-23T00:00:00.000Z,1453,4.619084438947136,309,3.621508098318629,1342,6.356390783880353,13976,1780,39300
arwiki,2012-01-09T00:00:00.000Z,713,4.316757294517789,134,5.900422297690895,517,5.863327614532797,2150,829,9483
bswiki,2019-05-13T00:00:00.000Z,63,1.7844541266014773,4,2.146405270227897,4,2.269826620982715,97,11,867
cawiki,2007-12-03T00:00:00.000Z,144,-2.2330250029551664,14,5.092214587285497,142,7.53786964319601,1310,192,11536
eswikiquote,2015-04-13T00:00:00.000Z,31,2.2702357783059166,1,-2.364460496712133,9,7.4483579571351175,104,11,134
fawiki,2008-03-17T00:00:00.000Z,226,1.5384851961317145,41,2.965775548039279,268,6.381746948482324,566,194,4331
fawiki,2014-04-14T00:00:00.000Z,381,2.8124897526686694,162,3.009988781040708,621,4.698689690066291,1435,632,9779
fiwiki,2018-11-26T00:00:00.000Z,690,-0.0445776859969938,77,-1.6744327314854612,144,2.598730317244212,2360,285,10429
frwiki,2013-04-22T00:00:00.000Z,5944,0.5554624761050516,466,1.1243779975568948,3061,5.94765663586406,30488,2374,103246
itwiki,2007-01-15T00:00:00.000Z,2036,0.3957492656843342,146,1.6780889231491953,1163,6.5866513132925695,13362,1191,42103
itwiki,2012-12-17T00:00:00.000Z,5929,2.8864232390601745,210,1.8859077415779661,3187,7.740321271780186,28357,856,56094
lvwiki,2016-08-15T00:00:00.000Z,21,0.0615189497154078,2,1.408823615025657,7,0.2646969282467912,107,15,1928
nlwiki,2007-11-26T00:00:00.000Z,2279,-0.03081467650376967,165,1.2442534268122125,1007,7.913821168351774,7272,1174,33216
plwiki,2014-02-24T00:00:00.000Z,1508,1.458077080015036,62,2.292509344623902,578,5.590252271126503,6112,356,29161
plwiki,2018-08-27T00:00:00.000Z,889,1.9284224014827822,69,2.7510308455593573,441,4.491843991485599,4402,297,29030
rowiki,2017-08-21T00:00:00.000Z,139,2.2875625658848464,38,2.7859205191396703,52,7.093082851206544,578,131,3773
rowiki,2019-02-18T00:00:00.000Z,450,-0.1048246733290825,54,0.9262376433990405,68,2.6664854173316317,1005,168,4624
ruwiki,2014-08-11T00:00:00.000Z,3896,2.967241233031634,381,2.5456524223928385,1748,5.020653088981904,21804,1781,59471
srwiki,2012-05-28T00:00:00.000Z,333,-0.7617785826178267,19,-0.4170068500354361,185,6.193038635184093,951,100,4868
svwiki,2009-08-24T00:00:00.000Z,878,-0.04726891199864364,107,-0.39472629222058475,482,5.689013451980754,5005,717,17258
testwiki,2016-07-04T00:00:00.000Z,1,2.1786079131743348,0,"",3,7.860882986771948,5,5,38
trwiki,2009-06-29T00:00:00.000Z,5762,4.167723130265432,221,4.164583890000869,1561,6.60507010328592,14496,697,12310
trwiki,2018-06-04T00:00:00.000Z,250,1.830375848818414,33,1.1666889988974332,356,8.736540538251363,757,84,15235
wikidatawiki,2010-11-22T00:00:00.000Z,0,"",0,"",0,"",0,0,0
zhwiki,2008-06-16T00:00:00.000Z,503,4.1257151667246035,75,3.3793345907106525,1119,5.7735839962961455,5321,827,23996
zhwiki,2013-09-30T00:00:00.000Z,1117,4.529909707994978,134,4.20297489300976,1020,6.67269179975037,11406,1145,31735
cawiki,2017-01-23T00:00:00.000Z,460,-0.8498141893066249,65,-0.5968509126458436,108,2.837125748619616,977,319,16660
eswiki,2008-06-30T00:00:00.000Z,8403,1.004270825609143,677,2.5464206528195827,5575,7.452778457712481,26862,2810,58315
eswiki,2017-10-16T00:00:00.000Z,17391,-0.7878079860997954,1416,0.38542199284545475,2643,3.277508495360082,40633,4351,62981
eswikiquote,2014-02-10T00:00:00.000Z,45,0.8591432004993584,0,"",0,"",148,3,109
euwiki,2009-01-19T00:00:00.000Z,36,-0.08522549370617852,3,4.0528196674544015,13,7.200334953386551,244,32,1577
euwiki,2013-04-15T00:00:00.000Z,45,0.5824249426732943,0,"",7,2.5611439944240466,182,9,1145
fiwiki,2016-04-18T00:00:00.000Z,696,-0.7012069192452016,40,-1.078133804952149,103,3.2008417597075325,2308,239,8074
frwiki,2014-03-10T00:00:00.000Z,5749,2.162195010740093E-4,642,-0.19280342640758324,2075,5.868620866198245,26153,2491,95099
huwiki,2008-08-25T00:00:00.000Z,212,0.49329053797201783,34,3.5240578205857904,241,4.912061241547833,1615,403,17370
itwiki,2008-08-18T00:00:00.000Z,2911,1.8624587540607735,142,2.467395158023019,2385,7.993944975201866,23437,1233,52948
itwiki,2009-08-03T00:00:00.000Z,3191,2.0379688754726155,128,1.2969073921482923,1951,5.581747682328074,24883,1015,53247
kowiki,2009-12-28T00:00:00.000Z,305,4.126435753238214,29,1.8971863874846409,502,5.806399299748479,5725,423,12998
kowiki,2011-12-12T00:00:00.000Z,590,4.120082936973713,55,0.9100698672246552,416,6.890573225679204,6515,616,12578
kowiki,2012-10-08T00:00:00.000Z,565,3.6658135880730085,87,2.9365486662498537,547,5.857063410164843,4495,468,12632
kowiki,2015-12-07T00:00:00.000Z,1238,3.7649978155650867,128,1.8589028257610025,457,4.889987059668114,11952,648,16376
lvwiki,2017-11-13T00:00:00.000Z,107,-0.8191476194599038,12,-0.5476586124584352,8,0.9181630511572016,220,30,1654
nlwiki,2019-01-28T00:00:00.000Z,2974,-0.10802130932550437,181,1.7841624392073405,508,5.0965025923639296,7490,600,34481
plwiki,2017-05-22T00:00:00.000Z,1672,0.7151461074735459,127,0.03979929496135337,453,5.332712589597805,4931,457,27400
plwiki,2018-09-24T00:00:00.000Z,1455,0.670224023052351,107,-0.2709140543543011,386,4.986333801050118,4169,436,23823
ruwiki,2009-06-29T00:00:00.000Z,3914,2.077289491316065,227,2.087047225332165,1615,4.116929546986241,23848,1880,65724
sqwiki,2013-04-15T00:00:00.000Z,48,3.1612648129815497,5,4.150359531793089,11,6.0755230716634605,317,40,1018
sqwiki,2016-11-28T00:00:00.000Z,66,7.37413900895329,12,8.181999503053776,15,8.95528589699184,294,113,1262
srwiki,2010-12-13T00:00:00.000Z,250,0.6944647706295745,18,2.2391513733348245,273,4.330997906622963,784,224,6256
arwiki,2007-08-20T00:00:00.000Z,352,4.793713689259677,28,5.081360244547662,331,7.559351089303159,1523,200,3558
arwiki,2012-03-26T00:00:00.000Z,813,4.817394794849837,152,5.60556611121519,662,6.88946373070702,2490,910,8295
arwiki,2015-02-09T00:00:00.000Z,1786,1.6307509887624039,549,3.255855476040756,914,4.720361562922922,2882,1383,17057
arwiki,2017-08-21T00:00:00.000Z,1881,2.249999416452803,296,3.0983075355160086,1775,5.62957787551014,3226,752,18802
cawiki,2009-08-31T00:00:00.000Z,102,-0.12091514367609425,11,3.2755210046341854,190,8.034313303105668,1245,165,11409
cawiki,2018-01-29T00:00:00.000Z,567,1.136651686683142,48,0.6010369030649273,40,5.861921908139664,1307,215,13925
cswiki,2016-02-01T00:00:00.000Z,571,-0.5223444113232837,46,-0.5761305025095601,270,6.192205736090075,2439,280,11955
cswiki,2016-10-24T00:00:00.000Z,357,0.6362298323321167,21,-0.619286116803607,172,6.754658785644362,1809,219,8790
cswiki,2018-12-17T00:00:00.000Z,535,-1.035809669768052,27,-0.4425915636470142,90,2.9224531914426994,1887,209,10987
enwiki,2008-09-22T00:00:00.000Z,136232,1.5942430746629963,10320,1.5013126453389618,66811,7.270902091775569,323771,31746,585223
eswiki,2018-02-26T00:00:00.000Z,16135,-0.9866996011121456,1303,-0.22008172016349847,2214,3.454519505595481,37160,3581,71501
eswikibooks,2008-07-07T00:00:00.000Z,2,-0.5573220571905732,0,"",0,"",130,28,308
eswikibooks,2016-09-26T00:00:00.000Z,36,0.981830994362928,0,"",0,"",112,17,414
eswikibooks,2016-12-12T00:00:00.000Z,18,2.036287857185938,0,"",0,"",45,43,419
eswikiquote,2019-01-21T00:00:00.000Z,35,1.1596511241328027,0,"",0,"",45,11,205
euwiki,2011-12-12T00:00:00.000Z,20,-0.07403739639006504,6,-0.5356806279542178,69,5.743382019034804,141,35,1679
fiwiki,2009-12-14T00:00:00.000Z,865,-1.6318283811167038,58,-1.1014826776003042,291,5.670335513187305,4122,352,10435
fiwiki,2013-11-25T00:00:00.000Z,598,-0.017301745217068492,62,0.49099325239448927,391,7.042741849531607,2356,268,10083
itwiki,2007-09-10T00:00:00.000Z,2299,1.9021510594750037,149,2.086089220860355,1638,6.012783926039993,21846,1339,51124
itwiki,2011-11-21T00:00:00.000Z,6243,1.8249111785725909,153,2.0743235661231996,2564,7.4732284545971535,30573,1075,62863
itwiki,2017-03-13T00:00:00.000Z,6674,1.0950844630019854,425,0.8055555427676767,2289,7.196458938124634,28339,1346,47108
kowiki,2011-05-23T00:00:00.000Z,400,2.6787409282979873,64,3.2151794147924804,708,5.875996823331384,4244,388,11108
kowiki,2014-01-06T00:00:00.000Z,954,3.9361548090755596,93,2.7884345669644386,508,6.905186558142099,7526,598,14560
kowiki,2016-03-14T00:00:00.000Z,1465,2.639377451534486,118,2.0014954643075895,710,4.7152326982719615,12349,597,14165
lvwiki,2014-08-04T00:00:00.000Z,27,0.476776787454365,1,1.2220091668120345,7,2.836809436354849,81,14,1175
mediawikiwiki,2010-10-04T00:00:00.000Z,14,0.5144305003469574,1,1.0367368849500223,2,11.049729461233413,32,9,160
rowiki,2010-02-15T00:00:00.000Z,251,0.8415163104246233,83,1.011903398308745,241,4.309187292521046,958,358,7323
ruwiki,2011-01-03T00:00:00.000Z,6160,2.046027893912203,281,2.457060054300023,2496,4.6028060839475655,33720,1993,90074
sqwiki,2013-09-02T00:00:00.000Z,8,8.15291307817794,4,10.532766987291907,1,10.874498052725418,134,21,647
test2wiki,2012-10-29T00:00:00.000Z,1,-5.521460917862246,0,"",0,"",6,0,5
bswiki,2009-07-06T00:00:00.000Z,62,-0.24703173670355313,3,-0.2258493841636037,39,7.21581392406797,166,21,1003
bswiki,2014-02-24T00:00:00.000Z,68,0.5006741722054305,2,0.8386503261146987,6,5.73544547348909,137,8,745
cawiki,2008-11-17T00:00:00.000Z,209,2.210597607861305,7,3.2850410328028166,303,9.27168281337285,1505,226,11202
cawiki,2016-08-08T00:00:00.000Z,162,1.2561181387968934,20,2.4104547210785032,40,4.011735663476349,613,96,12431
cswiki,2015-01-19T00:00:00.000Z,527,0.18788193956118274,51,-0.3502950541509089,166,6.5981994489262785,2240,423,11247
enwiki,2009-03-09T00:00:00.000Z,134776,1.4711527661453847,11424,1.2182160731967284,59619,7.19732481448628,334587,34836,585911
enwiki,2015-05-11T00:00:00.000Z,58743,0.9382721628576641,8395,-0.2400107205896373,28095,5.914392847831684,192217,23464,476238
eswiki,2017-02-27T00:00:00.000Z,14696,-0.9490051786722973,1175,0.41094875495434163,2349,3.8052749781481303,38776,3789,74551
eswikibooks,2008-09-15T00:00:00.000Z,25,4.567635908952292,0,"",1,7.405564961710129,106,15,114
eswikibooks,2013-12-23T00:00:00.000Z,13,7.522430356208038,0,"",3,9.940150087904753,39,1,191
etwiki,2016-12-12T00:00:00.000Z,69,0.3090929581694461,2,-2.995732273553991,10,4.266452066115699,552,67,2601
fawiki,2010-04-12T00:00:00.000Z,330,1.8571972250517317,82,1.6043837994283645,605,6.393991273332349,1008,278,6275
fiwiki,2010-05-03T00:00:00.000Z,1093,-1.114075876736859,20,0.1317280969110983,356,5.83278294590254,4892,347,13535
fiwiki,2010-06-14T00:00:00.000Z,582,-0.9289927955869263,39,-0.4604658014496614,300,4.761519232488646,4117,269,12329
fiwiki,2012-04-16T00:00:00.000Z,611,-0.3401245201995561,42,0.12159180136861834,283,6.048947836275274,3226,273,10139
frwiki,2007-08-06T00:00:00.000Z,3870,2.7013437024486286,229,2.8462161573847156,3471,8.153641589060484,26040,1695,112452
frwiki,2012-08-06T00:00:00.000Z,4121,2.5269007628398645,347,1.351049609617941,3015,6.560050740793669,26479,1927,99089
hewiki,2016-06-13T00:00:00.000Z,1145,1.440970559875413,95,1.788395472780488,1267,7.31021820639458,3270,278,18571
huwiki,2010-03-22T00:00:00.000Z,353,1.1064654959630205,52,1.7540426970595333,188,4.359408987796296,1396,416,14570
huwiki,2018-12-03T00:00:00.000Z,724,-0.9063349637902813,62,-0.3142563995070639,123,2.3953647116879173,1690,178,12102
itwiki,2007-05-07T00:00:00.000Z,2571,0.24360399274252711,94,1.8871117251928644,3043,9.013143633687596,16027,996,45311
kowiki,2012-06-18T00:00:00.000Z,676,4.190015176477606,91,4.300828461737102,515,5.914209039899078,4987,348,11691
lvwiki,2008-06-16T00:00:00.000Z,14,1.756941679882026,5,4.139296186078857,44,8.682232591068383,144,28,1591
lvwiki,2011-02-07T00:00:00.000Z,79,-0.4895818929743654,10,1.2813729882310845,82,3.69169148710149,255,48,1756
lvwiki,2017-12-25T00:00:00.000Z,31,1.398657235766186,0,"",9,0.352169926734881,206,29,2145
mediawikiwiki,2009-04-13T00:00:00.000Z,9,-2.8769393629850932,1,-4.074541934925921,4,6.866586073620379,69,34,92
mediawikiwiki,2011-09-26T00:00:00.000Z,8,-0.6792401120357006,7,6.820381051859366,5,3.8039687848423194,130,24,388
mediawikiwiki,2018-08-13T00:00:00.000Z,42,0.18510065116044194,9,0.4398054521489342,3,2.1988019677900157,95,55,1181
nlwiki,2008-09-22T00:00:00.000Z,2079,-0.3570764349821465,114,1.351956029753937,923,6.190733365874104,6251,756,28401
nlwiki,2015-10-26T00:00:00.000Z,2679,0.5429476029865254,164,1.639770388419015,896,7.491162173763423,6556,655,24733
plwiki,2007-04-23T00:00:00.000Z,3655,-0.45789921674835943,138,0.5945868234017345,1235,4.9575748847132735,14790,835,35950
rowiki,2015-10-26T00:00:00.000Z,280,0.347539248860754,27,1.3508313530373177,136,6.866935754528556,929,107,4521
ruwiki,2007-07-23T00:00:00.000Z,917,2.0214075922989876,36,2.905997110814815,724,5.774254060345218,7988,663,31001
svwiki,2009-03-16T00:00:00.000Z,1659,-0.8373800600937704,246,-0.9914846424582568,578,6.174379015243041,6395,986,19825
test2wiki,2007-01-15T00:00:00.000Z,80,-0.05717285217739273,0,"",1,12.711514808439404,218,6,41
test2wiki,2012-05-28T00:00:00.000Z,2,-0.6241975109393414,0,"",0,"",15,1,0
test2wiki,2016-06-27T00:00:00.000Z,0,"",0,"",0,"",6,0,1
testwiki,2019-03-18T00:00:00.000Z,1,-2.137070654516472,1,-2.419118909249997,2,2.28147529513906,45,13,63
trwiki,2019-06-03T00:00:00.000Z,226,1.6452382074007552,28,1.088749042515223,64,2.0642004242601417,704,89,14023
wikidatawiki,2017-10-23T00:00:00.000Z,2219,2.1440744470641753,221,2.526970654481414,7599,6.707718506830172,12125,1739,1756653
arwiki,2015-10-12T00:00:00.000Z,1115,3.683487242405554,341,3.8983144337343436,977,5.995606375948739,1784,927,12685
bswiki,2012-12-17T00:00:00.000Z,40,0.14600046568425346,0,"",38,6.031264059673839,108,4,798
cawiki,2012-07-09T00:00:00.000Z,103,2.1121705990323023,10,7.860629956983514,332,6.803523294377483,886,130,10099
cswiki,2011-02-07T00:00:00.000Z,859,-0.580553258921494,50,0.32518873179945806,443,6.3502252239463015,3458,486,12519
cswiki,2012-04-23T00:00:00.000Z,811,-0.3428205308522352,39,0.5950047562266685,308,6.378459219618927,3189,362,9236
eswiki,2010-03-08T00:00:00.000Z,19118,-0.8170055883410857,798,1.020132587038223,3564,5.776996150607536,52793,3447,75056
eswiki,2014-04-14T00:00:00.000Z,10188,0.8765256380597695,814,1.2821711993867397,1666,4.451690878911724,34714,2978,57434
eswiki,2015-11-16T00:00:00.000Z,16981,0.2674928277083095,1195,0.9738607143676953,2162,3.917823565352918,46708,3929,105292
eswikibooks,2012-11-26T00:00:00.000Z,20,1.0829439570505688,0,"",0,"",64,5,86
fawiki,2007-02-19T00:00:00.000Z,198,2.244803951117645,33,5.08441012821097,202,7.295436069451058,626,127,1973
fawiki,2012-01-09T00:00:00.000Z,418,2.4585017914519915,103,2.388138956529185,620,3.982345848187167,1612,633,9946
frwiki,2009-07-13T00:00:00.000Z,4276,2.280098888409399,337,2.1592602432831303,3831,6.885424545130446,28398,2277,88804
frwiki,2019-08-26T00:00:00.000Z,3706,0.5420525611462519,470,0.7979714234309123,1274,2.5039130281386397,22492,2270,99474
hewiki,2011-09-05T00:00:00.000Z,921,-0.18408397975808174,78,-0.14472301554426475,872,6.62203447518906,2238,263,13300
huwiki,2017-09-25T00:00:00.000Z,457,0.2163098439937414,34,1.9358667013892326,130,3.8102528169358765,1209,220,10969
kowiki,2012-02-13T00:00:00.000Z,785,5.156444479368462,43,3.1168733544718052,560,6.743767535907247,5734,417,13973
mediawikiwiki,2009-01-26T00:00:00.000Z,13,3.4093232883442326,0,"",2,7.295657453223066,59,19,105
mediawikiwiki,2010-04-12T00:00:00.000Z,4,-0.6697432183964931,1,0.9582001349513648,2,5.698850315250046,39,36,95
mediawikiwiki,2013-07-22T00:00:00.000Z,10,3.414550690434286,6,3.861719126581319,11,6.602061138714031,90,50,993
plwiki,2013-08-12T00:00:00.000Z,895,2.863513879804383,67,3.439411502249764,516,6.046510149390437,4838,312,25650
plwiki,2017-03-06T00:00:00.000Z,2032,0.5399041956736291,79,1.4325332678340226,455,5.995569537952601,5514,487,29324
ptwiki,2014-07-28T00:00:00.000Z,4490,0.9177358879365498,481,1.7011506421250442,1234,5.536719688709488,14360,1773,20660
ptwiki,2017-01-23T00:00:00.000Z,3968,1.2799374093865665,434,0.405978771010372,1172,4.291036414916519,15438,1543,30349
sqwiki,2019-01-21T00:00:00.000Z,114,3.61547832932138,14,5.817194867042893,128,4.454056475938234,276,47,1571
svwiki,2010-04-19T00:00:00.000Z,1099,-1.1376346038988328,221,-1.3134838438415501,481,5.382614218828456,4798,837,16170
svwiki,2013-04-22T00:00:00.000Z,1082,-1.108363057881149,138,-1.059182376673547,207,3.7703673761528385,4560,607,17213
svwiki,2016-10-03T00:00:00.000Z,1368,-1.8455057893439786,238,-1.9870099908704895,211,2.2384986699026723,3407,550,14869
test2wiki,2010-09-06T00:00:00.000Z,9,-1.6710450352782729,0,"",0,"",20,5,1
trwiki,2007-02-26T00:00:00.000Z,1665,1.2172522591654518,95,1.931360975549205,545,6.473737268804,4254,377,8959
wikidatawiki,2012-11-05T00:00:00.000Z,9,0.39340394443342824,0,"",29,3.7024559466663916,406,116,66574
zhwiki,2007-05-14T00:00:00.000Z,527,3.8300207980740515,104,3.841300929606012,1184,6.3583056925264145,5146,751,26534
arwiki,2013-04-29T00:00:00.000Z,937,4.440505869934808,88,5.202489129991732,764,7.954333138756409,3029,656,12571
arwiki,2018-06-18T00:00:00.000Z,1505,3.8958807395848027,310,3.9738403475842277,1214,5.033430861635728,2762,738,18507
arwiki,2018-09-03T00:00:00.000Z,1576,4.01795519918086,363,4.298015930350098,1013,5.206593343882198,2598,793,16566
cawiki,2012-02-06T00:00:00.000Z,567,1.4368972313436612,75,1.3901605991358954,484,8.4440559434397,2122,295,11543
cawiki,2012-03-05T00:00:00.000Z,541,-0.7545946876968813,21,0.0017969666457733294,315,7.543275476620773,1534,173,10288
eswikibooks,2007-04-09T00:00:00.000Z,9,4.414420577012346,0,"",0,"",97,9,105
eswikiquote,2010-06-14T00:00:00.000Z,38,4.594550935502644,7,4.402263260919637,4,5.364081447557911,285,26,99
etwiki,2010-03-01T00:00:00.000Z,88,0.48692365250291003,5,0.8487579427501636,197,9.579603154861012,704,77,3403
etwiki,2013-07-22T00:00:00.000Z,17,-0.34642481276922477,13,3.0221642402318403,10,5.4070098034410226,770,54,4214
etwiki,2016-07-18T00:00:00.000Z,30,2.173360491125796,0,"",13,5.193617873749773,413,32,1838
fawiki,2010-01-25T00:00:00.000Z,455,1.6931578032628394,67,1.0869136414888223,362,4.567350937192518,1097,301,5876
fawiki,2012-01-23T00:00:00.000Z,550,1.878134602257295,82,3.7750330055463817,1039,4.092412313032829,1773,625,10633
fiwiki,2007-08-27T00:00:00.000Z,1241,-0.5412391209786754,59,0.56344399190432,427,6.7230932779041845,5066,516,15959
itwiki,2014-10-27T00:00:00.000Z,3928,3.029645968173651,372,1.4677825152791215,1953,7.722169557060517,22922,1295,43961
kowiki,2013-03-04T00:00:00.000Z,682,3.1393017222747823,43,2.428142192982259,510,7.247455930495874,5951,410,11257
kowiki,2018-03-19T00:00:00.000Z,1288,2.992750408708549,94,1.8463133691747942,392,4.761224018939345,11299,540,20191
lvwiki,2008-06-09T00:00:00.000Z,19,3.695006460711994,1,-0.7423374247507171,125,7.341068019675569,210,50,1851
lvwiki,2010-10-25T00:00:00.000Z,51,-0.2969542525152757,2,2.774812488513962,51,4.947068542363027,250,18,1566
lvwiki,2014-01-13T00:00:00.000Z,99,-0.5328187898475605,12,-1.4158162697283674,31,4.300136858981169,201,40,1691
ptwiki,2017-01-30T00:00:00.000Z,4216,0.7872991662183422,379,0.7654996734118606,991,5.2773189175343225,16502,1470,28666
rowiki,2011-05-30T00:00:00.000Z,125,3.285403658529543,30,3.213422047611462,327,7.0141946038944045,701,169,5307
simplewiki,2016-09-26T00:00:00.000Z,654,-1.3622340577722376,42,2.070273736263413,21,4.068851139359246,1417,115,1887
srwiki,2015-07-13T00:00:00.000Z,100,1.98606651278647,10,5.229553680264549,275,3.067934641270243,1062,98,3903
