wiki_db,week,anonymous_N_reverted,anonymous_geom_mean_ttr,newcomer_N_reverted,newcomer_geom_mean_ttr,established_N_reverted,established_geom_mean_ttr,anonymous_N_edits,newcomer_N_edits,established_N_edits
cswiki,2012-10-29T00:00:00.000Z,847,-0.05640623984798954,57,1.1011813055183801,305,6.579774740106413,3075,356,9847
cswiki,2016-12-12T00:00:00.000Z,471,-0.7512601023615421,23,3.1184441660768702,219,7.065815450692615,1762,215,10778
eswiki,2014-02-10T00:00:00.000Z,13958,0.4460017680057658,1096,1.2076731619316077,2304,4.883806394304238,38561,3684,85382
eswikibooks,2008-02-04T00:00:00.000Z,31,2.3609789452472407,0,"",0,"",275,24,130
eswikiquote,2013-06-24T00:00:00.000Z,17,6.416003999886625,1,4.964186387044199,0,"",143,38,117
etwiki,2017-07-10T00:00:00.000Z,21,1.4947793917827856,0,"",31,1.2686242782864792,852,37,4101
euwiki,2014-05-26T00:00:00.000Z,32,0.8298147028470326,0,"",5,1.6107938867824807,132,30,1997
fawiki,2013-04-01T00:00:00.000Z,407,2.6744318721792015,83,3.0342450293142518,612,4.76711582956887,1350,563,9295
fiwiki,2013-12-16T00:00:00.000Z,510,0.5593734131644121,62,0.4975103065217912,170,5.372478336649863,2327,320,8289
frwiki,2015-12-07T00:00:00.000Z,7030,-0.6125316007301802,565,-0.3867332509196568,1848,5.402806426050412,24301,2183,100420
itwiki,2007-12-10T00:00:00.000Z,3403,1.3117363673012694,110,2.190660644507958,1111,6.85897940133291,19975,1036,53591
itwiki,2015-06-22T00:00:00.000Z,5727,3.0099703877368236,460,1.643812180609576,2938,7.670009706275251,28996,1642,49030
kowiki,2014-03-10T00:00:00.000Z,949,3.3113984056700962,95,2.229506058645418,617,5.425941212971635,9261,494,13845
nlwiki,2012-09-03T00:00:00.000Z,1718,0.33905100457472664,125,0.936726439164067,1458,7.940757130471684,6192,517,31291
nlwiki,2014-10-13T00:00:00.000Z,2045,0.32482697315242987,192,0.2983804369906156,1036,7.198295053369796,5669,644,26405
ptwiki,2007-08-13T00:00:00.000Z,3925,2.7365046609177277,226,3.6771683095236085,1248,6.850258568911409,14972,1244,22691
rowiki,2011-10-31T00:00:00.000Z,137,1.1652755868659272,60,1.4365067166088452,264,7.524967677504208,707,272,4959
simplewiki,2011-08-08T00:00:00.000Z,468,-1.6442265355239418,47,-0.32886289827855403,146,6.68798193753125,854,128,3433
sqwiki,2017-03-27T00:00:00.000Z,73,8.245289346243709,8,9.535233830788338,3,4.733238275746951,361,68,310
srwiki,2009-10-26T00:00:00.000Z,225,-0.18785436135855615,23,1.1992498577707291,105,7.131499325196643,976,101,4878
srwiki,2013-01-21T00:00:00.000Z,403,0.03621873806858942,8,-0.9260590835203037,358,4.765016805461692,1063,107,7973
srwiki,2013-05-27T00:00:00.000Z,383,-0.7702446300710792,24,-1.938043637245075,160,3.6489308884027807,1066,198,12473
svwiki,2015-02-09T00:00:00.000Z,968,-1.4221413616476943,282,-1.5582219636575272,251,4.578772890422858,3417,706,16683
svwiki,2016-10-10T00:00:00.000Z,1254,-1.7985044561310957,215,-2.293903159336592,139,2.845351796990285,3806,561,15572
test2wiki,2011-11-14T00:00:00.000Z,7,-3.323893028218183,0,"",0,"",20,0,0
test2wiki,2013-05-06T00:00:00.000Z,4,0.688573374629537,1,-3.2441936328524905,0,"",39,1,63
testwiki,2015-08-03T00:00:00.000Z,2,8.959592875814526,1,10.496341468320779,0,"",70,4,271
trwiki,2014-02-24T00:00:00.000Z,1361,3.054338882033809,208,2.8417555541713995,341,5.8049024502623485,2859,574,8250
wikidatawiki,2012-08-06T00:00:00.000Z,0,"",0,"",0,"",1,0,2
wikidatawiki,2013-07-22T00:00:00.000Z,306,2.019670755862239,18,4.502517820974687,704,5.184853162086127,9481,920,184580
bswiki,2018-10-08T00:00:00.000Z,38,0.6168451250079683,10,1.8852921957400768,5,4.009878904982254,61,25,5854
cawiki,2011-06-06T00:00:00.000Z,600,-0.1271789971727967,47,-0.14401000415822182,259,5.302861873587107,1777,261,12128
cswiki,2017-10-30T00:00:00.000Z,506,-0.6435871825924826,54,-1.2338650818172188,185,6.199515896133959,1905,256,11606
enwiki,2010-10-18T00:00:00.000Z,93774,1.4675631126510014,7570,1.0692214282219152,42761,7.537420919671599,270608,26111,517824
eswiki,2011-12-19T00:00:00.000Z,9298,1.540262462604557,663,1.8937051877256836,3133,5.257241962995124,36794,2634,58020
eswiki,2015-06-22T00:00:00.000Z,12441,0.46784670436007114,950,0.95073953130338,2601,3.898379654676433,42238,4072,62668
eswikibooks,2007-08-06T00:00:00.000Z,5,5.68561416488418,0,"",0,"",124,12,155
eswikiquote,2015-03-23T00:00:00.000Z,17,3.2214776810070225,0,"",3,9.20280280741144,66,4,51
eswikiquote,2016-04-11T00:00:00.000Z,21,2.7262226768738884,0,"",1,9.6960286637788,75,18,67
etwiki,2007-10-22T00:00:00.000Z,52,2.4511446532680163,6,0.6837912986199431,165,7.551221637940725,578,27,2705
euwiki,2007-06-25T00:00:00.000Z,8,2.5074699637256805,1,5.308925896582175,10,9.42113810213254,266,22,809
euwiki,2013-12-23T00:00:00.000Z,12,2.416044200902628,8,0.9447551512830863,1,10.581954047234083,245,25,1420
euwiki,2018-10-01T00:00:00.000Z,77,-0.7060951472937147,1,1.174028927952864,10,1.695864008895981,186,33,3570
fawiki,2019-08-26T00:00:00.000Z,1476,1.821743079935361,209,2.2902952629608833,925,3.7558656419533634,4096,962,16271
hewiki,2009-10-19T00:00:00.000Z,886,-0.659574381936142,59,-0.827424741035011,481,3.5131891501761343,2395,242,12565
itwiki,2012-11-19T00:00:00.000Z,6033,2.2881319621001595,215,2.9754808888173225,3246,8.037925586419084,28227,970,61467
lvwiki,2013-12-23T00:00:00.000Z,23,0.37514525373908547,3,0.8239294263304743,8,3.374201745535915,84,25,1430
mediawikiwiki,2010-03-01T00:00:00.000Z,7,0.08612556476659629,1,-0.2930296787783762,3,9.576726397051315,58,15,117
mediawikiwiki,2018-05-07T00:00:00.000Z,47,1.112411134930397,6,-0.9540168500506666,8,5.859392192698711,206,89,852
plwiki,2016-10-17T00:00:00.000Z,1706,0.04734690734747613,51,0.5134148794919193,412,5.398017138019527,4712,301,25332
plwiki,2019-08-12T00:00:00.000Z,823,1.6092786207741137,68,1.6143177077266702,306,2.414148457133431,4426,425,21651
sqwiki,2012-03-26T00:00:00.000Z,24,5.64569914240823,14,1.053470344777417,116,8.742786648230394,145,37,565
srwiki,2013-09-16T00:00:00.000Z,341,-0.36224747152681125,20,-0.03348121864582633,63,4.832955371043882,1019,118,43080
srwiki,2014-09-15T00:00:00.000Z,196,0.9339311381457762,29,1.8935640586654185,120,3.6361961273739705,818,98,4421
srwiki,2015-06-01T00:00:00.000Z,239,1.44704616132709,9,0.9331601080888922,151,2.6804969131763796,1541,112,5242
trwiki,2009-08-17T00:00:00.000Z,3979,4.363391823171699,181,3.3157815980418883,1368,6.71424643848301,11852,467,11160
zhwiki,2010-03-08T00:00:00.000Z,627,3.4868351474637924,80,2.540327598239492,1130,4.335990765694856,6775,1058,24839
zhwiki,2011-08-22T00:00:00.000Z,1305,4.155995347370129,125,3.5630407903590826,1341,6.295268832189136,11710,916,28884
zhwiki,2012-10-01T00:00:00.000Z,1262,4.690629274304159,143,3.385554327761549,1392,6.060333171163646,12448,946,49565
bswiki,2016-10-17T00:00:00.000Z,26,-0.9682949790109434,0,"",5,1.7564264653231088,70,10,1241
cswiki,2007-03-26T00:00:00.000Z,463,-0.8801654608174814,37,0.35158976933403313,164,8.048895232450047,2453,254,7461
cswiki,2012-10-15T00:00:00.000Z,837,0.032965167294777706,60,0.8101028075108808,298,6.991347521798247,3246,293,9433
cswiki,2015-08-17T00:00:00.000Z,235,2.5638900938992886,42,3.55888203991107,165,6.2403133017302865,2158,215,10727
eswiki,2015-08-03T00:00:00.000Z,12504,0.5856501194278224,968,1.1178477581108217,2600,4.280785363682287,45272,3487,65229
eswiki,2016-02-22T00:00:00.000Z,16346,-1.0792079190185668,1233,-0.1040673754890408,2464,4.493492470654529,43131,3659,77407
eswikibooks,2014-07-21T00:00:00.000Z,7,6.2795437341354985,0,"",1,8.742522671845615,40,11,412
eswikibooks,2015-07-06T00:00:00.000Z,19,1.485519690724587,0,"",0,"",54,46,408
euwiki,2009-08-24T00:00:00.000Z,13,2.005476837187831,0,"",39,6.130088095238128,167,20,5247
fiwiki,2010-01-25T00:00:00.000Z,1048,-2.2047232585359944,28,-1.6417631121090757,252,6.035773329120345,4464,344,13379
frwiki,2014-03-24T00:00:00.000Z,6594,-0.3683918126096342,894,-0.4242944041203003,2478,5.061596325685545,26335,2900,89494
frwiki,2018-02-26T00:00:00.000Z,5597,0.20093681984116066,828,0.09160294045683676,2006,4.56975269932196,25634,3105,115595
hewiki,2014-03-31T00:00:00.000Z,673,1.503106213353147,102,0.8593417311759416,786,7.732774516113579,2049,345,15490
huwiki,2007-02-19T00:00:00.000Z,142,0.5659893103470429,6,2.581560434025942,69,4.995060993046777,1471,168,10601
itwiki,2017-01-16T00:00:00.000Z,6850,1.7077059939873334,366,-0.19196028719512795,2476,7.2951566415956615,28570,1268,54042
mediawikiwiki,2012-01-16T00:00:00.000Z,12,1.9694046286922493,3,4.164366038871299,5,4.3856523331927875,71,51,864
mediawikiwiki,2012-11-19T00:00:00.000Z,4,0.5114081526355816,7,3.106437374698988,5,7.6813646311607044,40,54,514
plwiki,2007-03-19T00:00:00.000Z,3490,-0.00602696210793361,108,2.2546757262268264,1156,5.516818387090469,15613,773,35586
ruwiki,2009-03-30T00:00:00.000Z,4237,2.090359411073735,242,2.512870038578552,1975,4.222583214445425,24678,1995,66977
sqwiki,2010-11-15T00:00:00.000Z,33,3.8202578822102966,1,8.070742012828093,51,8.763790587870485,249,35,754
sqwiki,2016-04-25T00:00:00.000Z,46,2.227991507133,4,5.646884730204757,4,5.09576131257746,191,54,1585
svwiki,2007-01-29T00:00:00.000Z,1654,0.6758575475420484,138,0.856915683564563,661,7.48448651204442,7317,645,17445
testwiki,2010-06-21T00:00:00.000Z,0,"",0,"",1,12.039444650078105,12,0,37
testwiki,2014-04-14T00:00:00.000Z,5,3.9465406357726573,1,-2.796881414808826,2,-1.5226398621963024,13,2,23
trwiki,2007-08-06T00:00:00.000Z,1657,3.4401566878081464,144,3.9384909330147155,952,7.479706943742027,5739,590,10079
trwiki,2012-10-01T00:00:00.000Z,2214,2.1043303935870417,79,1.8110170068833356,921,6.810468557452726,5743,328,9169
wikidatawiki,2016-02-01T00:00:00.000Z,1461,2.1022746007587254,159,1.8904500720525144,5781,7.394586373305366,14287,1299,1003735
zhwiki,2009-06-08T00:00:00.000Z,665,3.3695585526247025,106,2.933021688925062,1004,5.151432576069005,6838,999,28046
zhwiki,2012-02-27T00:00:00.000Z,1059,4.933616937306696,127,3.7882986044713283,1211,6.308491573986721,10253,1249,32361
zhwiki,2015-02-09T00:00:00.000Z,1221,4.73289567205247,265,3.271095854080307,1355,7.0472204412719455,14271,1744,37861
cawiki,2011-10-24T00:00:00.000Z,410,-0.5003170529691204,55,-0.9702264342374837,225,6.701050375867641,1189,266,12975
cswiki,2017-08-21T00:00:00.000Z,223,-0.7522509475896777,32,-1.9902917064900791,125,6.074997706158129,1300,179,9716
enwiki,2007-01-08T00:00:00.000Z,134069,2.7505400712065833,11234,2.6174025933442526,82327,7.202205278972434,333939,32318,595179
enwiki,2015-04-06T00:00:00.000Z,52792,1.4697847949966487,8590,0.21368595111234837,26998,5.626474418094278,188887,25302,473100
enwiki,2019-04-08T00:00:00.000Z,49373,0.8168300554698722,7143,-0.0784007321731534,19339,3.833380639707931,173058,17835,517101
eswiki,2016-06-13T00:00:00.000Z,14320,0.5841230458284741,1091,1.2731074883122921,1948,3.6040023257604146,40686,3487,62668
eswikiquote,2010-02-22T00:00:00.000Z,18,7.528919959945599,2,3.7824266829809567,4,11.564290155514357,221,31,129
fiwiki,2010-11-01T00:00:00.000Z,917,-0.7509882585447208,44,0.18441969724524968,263,5.1771978953201945,4680,319,13062
frwiki,2009-09-14T00:00:00.000Z,6491,0.6577687465141356,435,0.8528280793584093,3477,6.308475273015206,29843,2563,88100
huwiki,2013-06-17T00:00:00.000Z,200,1.947259154393685,39,3.227197368655397,106,3.6099210839762144,1172,296,10303
itwiki,2011-06-13T00:00:00.000Z,6208,1.8354235870251934,332,2.3418676397817104,2966,6.935426470146549,32222,1371,56602
itwiki,2016-07-04T00:00:00.000Z,5457,3.1344598538653923,246,1.618849989703284,2134,7.047533419488433,25803,940,44834
kowiki,2008-10-20T00:00:00.000Z,275,2.6831569241551008,67,3.714856670911386,406,6.752730414967496,2667,466,9445
kowiki,2015-01-12T00:00:00.000Z,881,2.8347189052669193,213,1.5931666410309326,712,4.621182795699054,10199,864,15919
lvwiki,2013-08-19T00:00:00.000Z,43,0.9381595056306149,1,-1.1086626245216111,6,5.906384772622036,114,26,1380
lvwiki,2018-12-10T00:00:00.000Z,243,-0.5721145188421045,4,-1.0168184969916192,3,3.7122866397284704,366,63,1472
mediawikiwiki,2014-03-10T00:00:00.000Z,37,2.328038341835281,15,2.5625218167756296,11,0.6288080020055593,156,71,1280
nlwiki,2009-02-09T00:00:00.000Z,2274,0.006775289504236939,129,0.452221168700266,956,7.441838468391709,6937,923,32965
simplewiki,2015-10-12T00:00:00.000Z,733,-0.18453001658237236,36,0.9881603044155166,74,3.2071652604548277,1553,136,1899
srwiki,2009-02-09T00:00:00.000Z,208,1.3984627916767574,27,1.344818339096497,142,3.2360372608960937,1150,125,4791
trwiki,2011-06-06T00:00:00.000Z,1476,3.314512418594116,103,3.32506357446041,535,5.797833232805523,5621,411,8082
wikidatawiki,2010-11-08T00:00:00.000Z,0,"",0,"",0,"",0,0,0
wikidatawiki,2013-04-15T00:00:00.000Z,1875,1.1580701602323535,64,3.0294973588576246,1406,5.646974823771097,10050,885,539461
arwiki,2015-11-23T00:00:00.000Z,2791,3.2669180574737298,304,3.3691911516902175,865,5.224190310717616,4421,875,20366
bswiki,2016-05-02T00:00:00.000Z,41,1.0622665518345635,5,0.24277942997913896,15,3.2730750132547444,94,24,949
enwiki,2016-02-22T00:00:00.000Z,61482,0.7718159011908462,8069,0.008608133918618081,26880,5.9716688363337616,199662,24130,501306
eswiki,2014-02-24T00:00:00.000Z,13521,0.4708488965535019,1052,1.568255700391041,1862,4.8613573745542755,38925,3546,70492
eswiki,2018-08-20T00:00:00.000Z,15067,-1.1097950844794522,1247,0.04087024421102366,2235,4.187447464380393,36382,3537,73607
eswikibooks,2008-04-14T00:00:00.000Z,33,2.0048794870658404,0,"",3,5.433120649947303,134,16,207
eswikibooks,2017-12-25T00:00:00.000Z,0,"",0,"",0,"",6,2,392
eswikiquote,2019-09-16T00:00:00.000Z,20,1.9032190221478527,0,"",0,"",35,4,447
etwiki,2010-05-31T00:00:00.000Z,30,1.0058356220993918,9,3.6940314257744964,145,7.643448678833445,668,132,3194
fawiki,2007-12-31T00:00:00.000Z,191,1.7225454903665993,57,0.4968669352909167,324,5.533941677134639,944,310,5012
fawiki,2014-07-14T00:00:00.000Z,503,1.9976621377641988,222,2.593381486059136,595,4.423472832110763,1393,755,10172
fawiki,2014-08-04T00:00:00.000Z,37,2.9297347563203013,282,3.141878331866352,650,4.566130571903363,119,720,9979
fiwiki,2008-04-14T00:00:00.000Z,1416,-1.1003947049761653,102,-1.1362671369423356,453,5.50662017526646,5346,510,14611
frwiki,2017-04-10T00:00:00.000Z,5373,0.7684834343630776,533,0.03422511851695837,2068,4.803281325528385,24162,2324,126421
hewiki,2007-04-02T00:00:00.000Z,1122,-0.7974720973410584,94,-1.6005986021572824,545,5.0825581786535405,3201,359,13731
hewiki,2015-05-18T00:00:00.000Z,882,0.7800369845859879,98,1.0261764965136786,940,8.157791549467607,2418,370,13715
kowiki,2008-07-21T00:00:00.000Z,365,0.9798335372981888,51,0.9755827246957643,431,5.024384236189982,3042,446,12583
lvwiki,2012-11-05T00:00:00.000Z,77,-0.848079323323132,16,1.5063730005833122,46,5.363709597797196,174,51,1620
lvwiki,2014-11-10T00:00:00.000Z,71,-1.045935331114952,3,1.20577288139547,19,1.541773452134015,150,21,1298
nlwiki,2007-09-24T00:00:00.000Z,2630,-0.5767271781966585,175,1.7366161648099725,1133,6.638710332888378,7791,1220,32901
ptwiki,2012-06-04T00:00:00.000Z,4943,-0.31639127881479384,325,0.7012576179529042,1577,6.171102372586828,14236,1063,25280
ptwiki,2015-08-10T00:00:00.000Z,6458,1.0194744272084904,424,2.057730238659687,1040,5.295854543686091,17211,1284,26319
rowiki,2009-01-26T00:00:00.000Z,232,0.9965801186452394,35,1.7267619040014555,338,2.6205975891067044,1422,408,5581
rowiki,2015-09-07T00:00:00.000Z,192,0.852948694381534,38,-0.2701747002368243,117,5.634085808104926,671,161,3971
ruwiki,2011-02-28T00:00:00.000Z,6514,1.7195905718210065,254,2.087850335719276,2034,4.173103960618082,32969,1860,87879
ruwiki,2012-11-26T00:00:00.000Z,7082,2.112157104696863,242,2.2478791754188867,2742,5.068396681285555,32149,1887,81757
ruwiki,2018-02-19T00:00:00.000Z,4914,2.2067492828707236,396,1.508648815435034,1907,5.691390607097271,21117,1808,71344
simplewiki,2007-11-12T00:00:00.000Z,614,-0.8698145913046978,29,0.4920092149176404,118,9.297484527898543,1322,163,2472
simplewiki,2008-07-28T00:00:00.000Z,238,0.61053507822771,11,2.288948804760021,180,8.519540833273304,801,115,3934
simplewiki,2009-02-09T00:00:00.000Z,629,-1.1768500401793793,50,-0.27371396705274686,250,7.38955343374116,1339,216,3680
simplewiki,2013-12-30T00:00:00.000Z,213,1.0048014312431248,33,0.2555709415555708,78,7.0270788717429555,828,120,2587
simplewiki,2015-05-04T00:00:00.000Z,601,0.4052268252998959,62,1.4469962517160582,57,4.528443329732703,1348,157,2232
sqwiki,2017-04-17T00:00:00.000Z,73,5.767168188576083,11,7.193323381845085,2,9.133381624432497,304,32,374
srwiki,2009-09-21T00:00:00.000Z,172,-0.06510619191365317,22,1.774828275239539,189,6.337605331963015,828,158,4987
srwiki,2012-03-26T00:00:00.000Z,400,-0.4236043655689519,22,0.4099859599977742,381,3.09378218827336,1046,117,6504
svwiki,2012-04-09T00:00:00.000Z,898,-0.27177190154504105,92,-1.347020078561128,400,6.536606845320036,5015,563,19707
test2wiki,2007-04-16T00:00:00.000Z,5,3.1866224078625534,0,"",0,"",25,3,2
test2wiki,2010-01-18T00:00:00.000Z,6,0.2926862512130439,0,"",0,"",12,5,1
testwiki,2012-08-13T00:00:00.000Z,0,"",0,"",0,"",4,2,21
testwiki,2016-10-03T00:00:00.000Z,0,"",2,5.437408813832627,2,6.186631945975618,37,3,27
wikidatawiki,2008-08-25T00:00:00.000Z,0,"",0,"",0,"",0,0,0
zhwiki,2009-12-14T00:00:00.000Z,665,3.104479206515203,87,3.122645576760827,639,5.610576072182709,6642,988,22236
bswiki,2018-03-05T00:00:00.000Z,40,0.338879230517467,5,0.12565055002870418,10,1.378280186813664,79,53,1317
cawiki,2013-05-27T00:00:00.000Z,777,-0.8856160368699727,58,-1.4034845130922078,147,2.8974588841526407,2022,381,8410
cswiki,2013-04-08T00:00:00.000Z,950,0.34172826933248385,86,0.9177037524014623,184,4.925035182069749,3162,425,11088
enwiki,2012-03-19T00:00:00.000Z,66464,1.642223006829954,6267,1.9239315094121774,34495,7.506204499462064,214079,20938,471518
enwiki,2019-07-29T00:00:00.000Z,41268,1.0123748926660352,5734,0.5124000506325962,17746,3.1202747915149773,171094,15645,509327
eswiki,2014-08-25T00:00:00.000Z,13020,0.7953932962921458,1628,0.989981475997915,2762,4.326711833362948,38583,4328,61394
eswikibooks,2009-09-21T00:00:00.000Z,65,1.9787814393041865,4,4.23754672913883,3,-2.6496279577954596,240,24,310
eswikibooks,2010-08-23T00:00:00.000Z,33,2.588687920654237,0,"",1,3.7372647744403955,208,10,124
eswikibooks,2016-08-08T00:00:00.000Z,14,2.8068955296619373,0,"",0,"",22,1,119
etwiki,2009-04-27T00:00:00.000Z,82,-0.08470887368826147,1,4.07278038430626,203,10.587920305392073,572,46,3517
euwiki,2014-09-15T00:00:00.000Z,38,0.5436383194158821,10,0.7278332371976339,3,-1.684230808694948,101,18,3868
fiwiki,2016-05-16T00:00:00.000Z,824,-0.5191423774761493,113,-0.30295242520975796,64,3.1872062760262994,2625,343,8000
frwiki,2017-06-19T00:00:00.000Z,4265,0.6179537712279021,352,0.6207892485221371,1794,4.999444813148812,22915,2203,97536
hewiki,2016-02-01T00:00:00.000Z,1431,1.4273279153074865,73,1.7239396601697707,952,7.790167355750734,3432,391,17411
huwiki,2019-07-08T00:00:00.000Z,391,0.4595853528656892,64,-0.3238563643758297,131,2.8196153733459965,1411,205,13079
itwiki,2010-08-02T00:00:00.000Z,3868,1.1775734356197012,173,3.2085522486193394,2104,6.0751236025235364,25048,875,55278
itwiki,2011-12-19T00:00:00.000Z,4874,1.8665436692412283,171,1.8519156001753738,2491,6.956082834568742,26266,808,51419
kowiki,2011-10-31T00:00:00.000Z,584,2.5392758679093537,111,1.1924825892265822,439,6.0045897980604535,4615,467,13047
kowiki,2012-08-13T00:00:00.000Z,843,4.858026233390509,113,1.954153196293913,575,6.361086616712881,5776,507,13515
mediawikiwiki,2017-10-23T00:00:00.000Z,35,2.0628499199168866,10,3.2778948960250296,18,7.213121326516863,145,53,544
nlwiki,2008-08-25T00:00:00.000Z,1333,1.002903491984647,150,2.6904896716011577,1042,6.776271768078273,6157,829,32663
nlwiki,2019-04-22T00:00:00.000Z,1783,-0.1294988384978993,149,0.9129379874509191,471,5.43364984219523,5521,649,27843
ruwiki,2007-04-02T00:00:00.000Z,707,1.7024233903637618,80,2.5657948801470463,914,5.3091252252552446,6233,640,34089
ruwiki,2019-08-05T00:00:00.000Z,3250,1.2670058509285922,319,1.452147610920583,1075,3.3059944463447417,16507,1344,65452
simplewiki,2018-09-03T00:00:00.000Z,501,-1.4753957694763198,66,-1.2304058699677793,29,4.008156893061216,1367,187,3009
sqwiki,2016-06-13T00:00:00.000Z,13,5.670794757768585,3,4.349105782763213,6,9.212512815501551,233,28,647
sqwiki,2018-12-10T00:00:00.000Z,130,5.223081546749636,11,4.752800733299027,11,7.1088131327528545,424,37,1634
svwiki,2007-07-30T00:00:00.000Z,632,1.8333765333027774,26,3.2502543961219055,432,7.664225845055547,5635,427,17083
svwiki,2009-06-08T00:00:00.000Z,796,0.28439929241076606,92,0.22724679266322065,490,6.72981303249468,4567,700,17891
zhwiki,2013-12-16T00:00:00.000Z,1052,4.5468852924903835,185,4.234517062108892,1294,6.921605732003096,11460,1280,31989
arwiki,2010-06-14T00:00:00.000Z,680,3.9670985966722676,64,4.918536721127395,667,7.393097561507515,3098,398,8350
arwiki,2016-02-08T00:00:00.000Z,2828,3.261870255579289,296,3.8765195285734975,1167,6.872344105408839,4536,832,18312
cawiki,2007-03-05T00:00:00.000Z,183,1.0703582364057838,10,1.6857181629322688,130,7.392954799742666,1249,74,6213
cawiki,2011-03-14T00:00:00.000Z,518,-1.4213142372938539,34,0.32218953632987624,343,6.7478428131068355,1500,409,14012
cawiki,2017-05-01T00:00:00.000Z,399,0.7781360661014809,34,0.6336217088424424,62,3.631775143202334,1270,165,12864
enwiki,2013-04-08T00:00:00.000Z,62083,1.4400465336861346,6171,1.4855082675011873,32457,6.902328491006251,205044,21014,500015
eswiki,2009-11-09T00:00:00.000Z,19119,-0.7177439551502499,865,0.7154528347636174,3494,5.623466342232559,50524,3657,61909
eswiki,2010-12-27T00:00:00.000Z,8851,1.5572502696870396,481,2.4757180994206656,2269,5.332725378823291,36819,2389,62485
eswikibooks,2012-10-15T00:00:00.000Z,29,2.4229479434436563,0,"",2,11.728673603641377,67,17,236
eswikibooks,2015-10-26T00:00:00.000Z,43,2.788720498397589,0,"",0,"",83,9,520
etwiki,2007-03-19T00:00:00.000Z,28,1.6703906310616896,1,-0.8698843590599994,218,11.577614867066822,517,46,2356
etwiki,2017-10-23T00:00:00.000Z,118,4.044132012581731,1,-0.527632742082372,32,4.403440030175472,1578,239,8146
etwiki,2019-01-14T00:00:00.000Z,127,-0.17527813631601136,12,0.3580745974559804,15,2.3054836758952075,625,97,2979
euwiki,2016-07-04T00:00:00.000Z,2,0.19013518473680416,2,2.5667770307495523,5,4.975466529228809,51,16,6727
euwiki,2018-11-05T00:00:00.000Z,98,-0.6509614085328833,30,-0.8669776336794619,15,0.3082253038568414,260,64,3292
fawiki,2009-06-08T00:00:00.000Z,338,1.639587960021929,59,3.3907062589985344,434,4.94755381557696,724,199,3942
fawiki,2012-10-22T00:00:00.000Z,319,2.1609736884928643,55,3.3716188521086554,643,4.868726616018764,1118,341,7239
fawiki,2014-09-01T00:00:00.000Z,378,1.0651810679880571,210,2.7894389475409356,611,4.2744929772474105,910,687,10302
fawiki,2018-12-03T00:00:00.000Z,1405,2.5973235780938824,275,2.8575867671720423,958,4.78689998795375,3515,1209,21258
fawiki,2019-06-24T00:00:00.000Z,2044,1.8634444278444064,254,2.147130003252628,1130,4.090641232119345,5000,1043,15988
fiwiki,2016-07-04T00:00:00.000Z,277,2.422676596576044,40,1.5809308367865544,91,4.149520673681693,2085,188,8297
frwiki,2008-10-06T00:00:00.000Z,6961,0.22877169720268895,546,1.2944059572817606,3811,7.438973123308711,28664,2940,82008
hewiki,2015-05-11T00:00:00.000Z,1046,0.9673888205351268,157,1.0361249732954183,952,7.869319361963354,2672,372,14563
huwiki,2012-04-09T00:00:00.000Z,335,0.18744719701227378,55,2.3975260872964164,262,5.463889713142909,1331,283,16639
kowiki,2009-04-13T00:00:00.000Z,294,4.006537669578823,48,2.6375206907654287,320,6.254199796141497,3434,422,11154
kowiki,2017-09-18T00:00:00.000Z,1110,2.827262939342379,63,3.603638453277935,395,3.759011819744798,11319,398,13264
lvwiki,2017-01-30T00:00:00.000Z,100,-0.519224485313013,7,1.0159698841035139,16,4.4483537068051255,210,37,1859
mediawikiwiki,2008-04-14T00:00:00.000Z,12,8.152939674695046,0,"",0,"",69,21,76
mediawikiwiki,2012-05-07T00:00:00.000Z,6,-0.17541055646649908,2,0.9930208554980628,13,12.1322747985782,102,15,542
mediawikiwiki,2015-08-03T00:00:00.000Z,52,0.15071575167751294,8,1.0218589890597214,22,3.948860656621423,142,60,622
nlwiki,2012-01-09T00:00:00.000Z,3095,-0.3717815670700933,132,0.6296855463048671,1978,8.34956000025365,8496,812,36123
plwiki,2010-09-06T00:00:00.000Z,1625,0.7278619770515284,84,2.1589353384071845,781,5.511825836666757,7028,487,32509
plwiki,2015-10-26T00:00:00.000Z,1429,0.4140359206139039,99,1.5413799766777274,516,5.649662113212989,4552,340,26585
rowiki,2018-08-27T00:00:00.000Z,188,1.8503415360907185,27,1.1721193739872147,53,4.391488468245759,907,143,4075
ruwiki,2010-02-08T00:00:00.000Z,5051,1.9971107630589244,229,1.764902273872259,1941,4.453987224999344,32840,2097,80829
ruwiki,2012-12-10T00:00:00.000Z,6563,2.018414936876831,200,1.690059766361204,2071,4.724428841881228,31111,1709,81479
ruwiki,2015-06-01T00:00:00.000Z,5305,2.2325785219198315,473,0.866713452476439,1728,5.218305225509146,24240,2037,68502
ruwiki,2016-11-28T00:00:00.000Z,4958,2.605013960337928,323,2.309792783158598,1596,5.873261007437911,22728,1911,69482
simplewiki,2010-04-12T00:00:00.000Z,639,-1.7520415172129005,27,-3.2335080468268966,126,7.322718763818252,1503,150,2315
simplewiki,2010-11-01T00:00:00.000Z,549,-1.6034089741656843,21,-1.2106512152081716,159,7.418907512101594,1250,99,1990
simplewiki,2012-10-22T00:00:00.000Z,555,-0.9204328843154448,23,0.1357949490582477,115,7.167339448402305,1589,131,2534
