commitsha,damaging.hard,damaging.likelybad.max,damaging.likelybad.min,damaging.likelygood.max,damaging.likelygood.min,damaging.maybebad.max,damaging.maybebad.min,damaging.soft,damaging.softest,damaging.verylikelybad.max,damaging.verylikelybad.min,extension.status,goodfaith.bad.max,goodfaith.bad.min,goodfaith.good.max,goodfaith.good.min,goodfaith.likelybad.max,goodfaith.likelybad.min,goodfaith.likelygood.max,goodfaith.likelygood.min,goodfaith.maybebad.max,goodfaith.maybebad.min,goodfaith.verylikelybad.max,goodfaith.verylikelybad.min,rcfilters.enabled,rcfilters.watchlist.enabled,useOres,useOresUi,wiki.db,has.ores,rcfilters.enabled.default,extension.status.default,rcfilters.watchlist.enabled.default,commitsha.default,has.extension,has.beta.extension,has.rcfilters,has.rcfilters.watchlist,commit.dt,deploy.dt,deploy.gap,goodfaith.bad.min.value,goodfaith.verylikelybad.max.value,goodfaith.likelygood.min.value,damaging.maybebad.min.value,goodfaith.bad.max.value,damaging.likelybad.min.value,goodfaith.likelybad.min.value,damaging.verylikelybad.max.value,goodfaith.maybebad.min.value,damaging.likelybad.max.value,damaging.verylikelybad.min.value,goodfaith.likelybad.max.value,goodfaith.good.max.value,damaging.likelygood.min.value,goodfaith.verylikelybad.min.value,damaging.likelygood.max.value,damaging.maybebad.max.value,goodfaith.likelygood.max.value,goodfaith.maybebad.max.value,goodfaith.good.min.value,next.deploy.dt
0af3ea9e27a31d7988f43c507c9c43e127e5b52b,,1,recall_at_precision(min_precision=0.45),recall_at_precision(min_precision=0.99),0,,"",,,1,recall_at_precision(min_precision=0.75),"",,,,,recall_at_precision(min_precision=0.45),0,,"",recall_at_precision(min_precision=0.15),0,recall_at_precision(min_precision=0.75),0,,,TRUE,,ruwiki,TRUE,TRUE,"",TRUE,22f6ec8967a3b66019881f27bb37515eaae855bc,FALSE,FALSE,TRUE,TRUE,2017-11-27 13:35:54,2017-11-27T19:11:00Z,0 days 05:35:06.000000000,,,,0.346,,0.859,0,1,0,1,0.954,,,0,0,,1,,,,2020-01-01T00:00:00Z
081fc34336792854b75381bdb079e862f8f88f40,,1,recall_at_precision(min_precision=0.45),recall_at_precision(min_precision=0.99),0,1,recall_at_precision(min_precision=0.15),,,"","","",,,,,"",,1,recall_at_precision(min_precision=0.99),recall_at_precision(min_precision=0.15),0,recall_at_precision(min_precision=0.9),0,,,TRUE,,simplewiki,TRUE,TRUE,"",TRUE,22f6ec8967a3b66019881f27bb37515eaae855bc,FALSE,FALSE,TRUE,TRUE,2018-02-26 16:31:19,2018-02-26T19:22:00Z,0 days 02:50:41.000000000,,0.922,0.775,0.149,,0.617,,,0,1,,,,0,0,0.677,1,1,0.056,,2020-01-01T00:00:00Z
05953ea411652f54149ee42c747e22ca76d8d7a6,,,"",filter_rate_at_recall(min_recall=0.9),0,,"",,,"","","",,,,,recall_at_precision(min_precision=0.45),0,1,filter_rate_at_recall(min_recall=0.9),recall_at_precision(min_precision=0.15),0,recall_at_precision(min_precision=0.9),0,,,TRUE,,sqwiki,TRUE,TRUE,"",,eff16d3f73b609f78d5afa74f9201dd04ebc4654,FALSE,FALSE,TRUE,FALSE,2017-07-24 16:00:56,2017-07-24T18:20:00Z,0 days 02:19:04.000000000,,,,,,,0,1,0,1,,,,0,0,,1,1,,,2018-03-14T17:18:00Z
5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,,,"",maximum filter_rate @ recall >= 0.9,0,,"",,,"","","",,,,,maximum recall @ precision >= 0.45,0,1,maximum filter_rate @ recall >= 0.9,maximum recall @ precision >= 0.15,0,maximum recall @ precision >= 0.9,0,,,TRUE,,sqwiki,TRUE,TRUE,"",TRUE,22f6ec8967a3b66019881f27bb37515eaae855bc,FALSE,FALSE,TRUE,TRUE,2018-03-14 16:09:06,2018-03-14T17:18:00Z,0 days 01:08:54.000000000,,,,0.106,,0.833,0,1,0,1,0.923,,,0,0,,1,1,,,2020-01-01T00:00:00Z
c556e8e64304c8846505c07f6adafdb301d7edec,,1,maximum recall @ precision >= 0.45,maximum recall @ precision >= 0.999,0,,"",,,1,maximum recall @ precision >= 0.75,"",,,,,"",,,"","",,"",,,,TRUE,,srwiki,TRUE,TRUE,"",TRUE,22f6ec8967a3b66019881f27bb37515eaae855bc,FALSE,FALSE,TRUE,TRUE,2018-07-09 11:53:17,2018-07-09T11:56:00Z,0 days 00:02:43.000000000,,,,0.065,,0.748,,1,,1,0.924,,,0,,,1,,,,2020-01-01T00:00:00Z
236766701c4e0bbae60e0ffd331fbff9355ae4b3,,1,recall_at_precision(min_precision=0.75),"",,,"",,,1,recall_at_precision(min_precision=0.98),"",,,,,"",,1,recall_at_precision(min_precision=0.999),"",,"",,,,TRUE,,svwiki,TRUE,TRUE,"",TRUE,22f6ec8967a3b66019881f27bb37515eaae855bc,FALSE,FALSE,TRUE,TRUE,2018-02-26 16:42:25,2018-02-26T19:22:00Z,0 days 02:39:35.000000000,,,0.021,,,0.703,,1,,1,0.926,,,,,,,1,,,2020-01-01T00:00:00Z
9bf5037a356260c8718088a96e12271a28fe76d9,,,"","",,,"",,,"","","",,,,,"",,,"","",,"",,TRUE,,,,test2wiki,FALSE,FALSE,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,FALSE,TRUE,FALSE,FALSE,2017-03-21 16:09:36,2017-03-21T17:54:00Z,0 days 01:44:24.000000000,,,,,,,,,,,,,,,,,,,,,2018-07-26T10:33:00Z
0cca1e8e2fa584eef73a370e822eb56024a16ed7,,,"","",,,"",,,"","","",,,,,"",,,"","",,"",,,,TRUE,TRUE,test2wiki,TRUE,FALSE,"",TRUE,b59dc054d75966cc444880ed9e6ed797a34a46e1,FALSE,FALSE,TRUE,TRUE,2018-07-26 03:23:33,2018-07-26T10:33:00Z,0 days 07:09:27.000000000,,,,,,,,,,,,,,,,,,,,,2020-01-01T00:00:00Z
9bf5037a356260c8718088a96e12271a28fe76d9,,,"","",,,"",,,"","","",,,,,"",,,"","",,"",,TRUE,,,,testwiki,FALSE,FALSE,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,FALSE,TRUE,FALSE,FALSE,2017-03-21 16:09:36,2017-03-21T17:54:00Z,0 days 01:44:24.000000000,,,,,,,,,,,,,,,,,,,,,2018-07-18T11:05:00Z
e9e8224ab5f4dc877c666ffc2b64e1dbec18b0b4,,,"","",,,"",,,"","","",,,,,"",,,"","",,"",,,,TRUE,TRUE,testwiki,TRUE,FALSE,"",TRUE,b59dc054d75966cc444880ed9e6ed797a34a46e1,FALSE,FALSE,TRUE,TRUE,2018-07-18 09:01:27,2018-07-18T11:05:00Z,0 days 02:03:33.000000000,,,,,,,,,,,,,,,,,,,,,2020-01-01T00:00:00Z
7d6b0c09c03af0c47d00819057524f6573f6f7ff,0.22,,"","",,,"",0.49,,"","","",,,,,"",,,"","",,"",,,,TRUE,,trwiki,TRUE,,"",,83721dc27d3ecadb550a759e9004c794ad0cb792,FALSE,FALSE,FALSE,FALSE,2016-07-13 05:14:13,2016-07-13T15:30:00Z,0 days 10:15:47.000000000,,,,,,,,1,,1,,,,,,,1,,,,2017-04-11T11:09:00Z
653ef7704f549485c006186a7f77c92a06435717,0.2,1,0.882,0.155,0,1,0.105,0.58,0.92,1,0.912,on,0.119,0,1,0.809,"",,,"",0.86,0,"",,TRUE,,TRUE,,trwiki,TRUE,FALSE,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,TRUE,FALSE,TRUE,FALSE,2017-04-11 06:38:06,2017-04-11T11:09:00Z,0 days 04:30:54.000000000,0,,,0.105,0.119,0.882,,1,0,1,0.912,,1,0,,0.155,1,,0.86,0.809,2018-03-14T17:18:00Z
5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,,1,maximum recall @ precision >= 0.45,"",,,"",,,1,maximum recall @ precision >= 0.75,"",,,,,maximum recall @ precision >= 0.45,0,,"","",,maximum recall @ precision >= 0.75,0,,,TRUE,,trwiki,TRUE,TRUE,"",TRUE,22f6ec8967a3b66019881f27bb37515eaae855bc,FALSE,FALSE,TRUE,TRUE,2018-03-14 16:09:06,2018-03-14T17:18:00Z,0 days 01:08:54.000000000,,,,0.221,,0.877,0,1,,1,0.903,,,,0,,1,,,,2020-01-01T00:00:00Z
83721dc27d3ecadb550a759e9004c794ad0cb792,0.8,,"","",,,"",0.96,,"","","",,,,,"",,,"","",,"",,,,TRUE,,wikidatawiki,TRUE,,"",,83721dc27d3ecadb550a759e9004c794ad0cb792,FALSE,FALSE,FALSE,FALSE,2016-06-22 08:08:26,2016-06-22T15:13:00Z,0 days 07:04:34.000000000,,,,,,,,1,,1,,,,,,,1,,,,2017-05-09T23:54:00Z
487dbe5cc51da5a1b6c9b35ab80c43d1f092ce9c,0.92,1,recall_at_precision(min_precision=0.75),"",,,"",0.97,0.99,"","","",,,,,"",,,"","",,recall_at_precision(min_precision=0.9),0,,,TRUE,,wikidatawiki,TRUE,TRUE,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,TRUE,FALSE,TRUE,FALSE,2017-05-09 16:03:15,2017-05-09T23:54:00Z,0 days 07:50:45.000000000,,,,,,,,1,,1,,,,,0,,1,,,,2017-10-26T13:21:00Z
9f442d5cff1bea7bcfa57f1e0681e479e6d88430,,1,recall_at_precision(min_precision=0.75),"",,,"",,,"","","",,,,,"",,,"","",,recall_at_precision(min_precision=0.9),0,,,FALSE,,wikidatawiki,FALSE,TRUE,"",TRUE,22f6ec8967a3b66019881f27bb37515eaae855bc,FALSE,FALSE,FALSE,FALSE,2017-10-26 12:56:43,2017-10-26T13:21:00Z,0 days 00:24:17.000000000,,,,,,,,1,,1,,,,,0,,1,,,,2017-10-30T13:19:00Z
1d6d2af399c51e82d39e40a0fbfc663b5ccdf2aa,,1,recall_at_precision(min_precision=0.75),"",,,"",,,"","","",,,,,"",,,"","",,recall_at_precision(min_precision=0.9),0,,,TRUE,,wikidatawiki,TRUE,TRUE,"",TRUE,22f6ec8967a3b66019881f27bb37515eaae855bc,FALSE,FALSE,TRUE,TRUE,2017-10-30 07:03:44,2017-10-30T13:19:00Z,0 days 06:15:16.000000000,,0.998,,,,0.992,,,,1,,,,,0,,,,,,2017-11-27T19:11:00Z
1b522a63a8000dba0fe59166032602e083ec5343,,1,recall_at_precision(min_precision=0.08),"",,,"",,,recall_at_precision(min_precision=0.12),0,"",,,,,"",,,"","",,recall_at_precision(min_precision=0.9),0,,,FALSE,,wikidatawiki,FALSE,TRUE,"",TRUE,22f6ec8967a3b66019881f27bb37515eaae855bc,FALSE,FALSE,FALSE,FALSE,2017-11-27 13:05:24,2017-11-27T19:11:00Z,0 days 06:05:36.000000000,,0.998,,,,0.002,,0.004,,1,0,,,,0,,,,,,2017-11-27T19:11:00Z
0af3ea9e27a31d7988f43c507c9c43e127e5b52b,,1,recall_at_precision(min_precision=0.08),"",,,"",,,recall_at_precision(min_precision=0.12),0,"",,,,,"",,,"","",,recall_at_precision(min_precision=0.9),0,,,TRUE,,wikidatawiki,TRUE,TRUE,"",TRUE,22f6ec8967a3b66019881f27bb37515eaae855bc,FALSE,FALSE,TRUE,TRUE,2017-11-27 13:35:54,2017-11-27T19:11:00Z,0 days 05:35:06.000000000,,0.998,,,,0.002,,0.004,,1,0,,,,0,,,,,,2020-01-01T00:00:00Z
